problem type,unit demand,num aisles,num cells,num articles,alpha,random seed,num pick positions,GS MIP cost,GS MIP time cplex [ms],Netw MIP cost,Netw MIP time cplex [ms],DP cost,DP time cplex [ms]
SPRP,true,10,180,3,1,0,3,380,5.7464,380,1.2326,380,0.4366
SPRP,true,10,180,3,1,1,3,374,4.6147,374,0.7583,374,0.3311
SPRP,true,10,180,3,1,2,3,336,2.1169,336,0.8036,336,0.2487
SPRP,true,10,180,3,1,3,3,398,32.6211,398,0.9686,398,0.2428
SPRP,true,10,180,3,1,4,3,384,4.6187,384,1.1363,384,0.3123
SPRP,true,10,180,3,1,5,3,480,9.1375,480,1.3504,480,0.3016
SPRP,true,10,180,3,1,6,3,430,13.7835,430,1.2604,430,0.251
SPRP,true,10,180,3,1,7,3,286,4.2084,286,0.9665,286,0.2621
SPRP,true,10,180,3,1,8,3,412,9.5789,412,1.5451,412,0.412
SPRP,true,10,180,3,1,9,3,464,29.0143,464,1.862,464,0.6408
SPRP,true,10,180,3,1,10,3,416,14.3135,416,1.0811,416,0.2426
SPRP,true,10,180,3,1,11,3,336,2.2226,336,1.1748,336,0.2568
SPRP,true,10,180,3,1,12,3,432,11.5374,432,1.1625,432,0.2481
SPRP,true,10,180,3,1,13,3,438,24.6305,438,1.1012,438,0.2673
SPRP,true,10,180,3,1,14,3,386,6.0893,386,0.851,386,0.2523
SPRP,true,10,180,3,1,15,3,414,8.6544,414,1.0721,414,0.378
SPRP,true,10,180,3,1,16,3,382,8.0235,382,0.9654,382,0.2869
SPRP,true,10,180,3,1,17,3,392,5.5769,392,0.7353,392,0.2156
SPRP,true,10,180,3,1,18,3,458,33.1738,458,1.2336,458,0.2478
SPRP,true,10,180,3,1,19,3,456,11.0404,456,0.8854,456,0.2358
SPRP,true,10,180,3,1,20,3,282,5.6065,282,0.7205,282,0.2671
SPRP,true,10,180,3,1,21,3,320,1.9128,320,0.8325,320,0.2372
SPRP,true,10,180,3,1,22,3,280,7.1436,280,1.047,280,0.2843
SPRP,true,10,180,3,1,23,3,294,4.873,294,1.1904,294,0.2477
SPRP,true,10,180,3,1,24,3,314,4.201,314,0.8716,314,0.276
SPRP,true,10,180,3,1,25,3,404,7.9342,404,1.0193,404,0.3016
SPRP,true,10,180,3,1,26,3,332,9.3577,332,1.1698,332,0.2551
SPRP,true,10,180,3,1,27,3,438,5.2498,438,1.005,438,0.2417
SPRP,true,10,180,3,1,28,3,382,5.466,382,0.6912,382,0.2436
SPRP,true,10,180,3,1,29,3,422,12.0048,422,1.2783,422,0.2456
SPRP,true,10,180,3,1,30,3,248,2.1621,248,1.0716,248,0.2733
SPRP,true,10,180,3,1,31,3,386,10.1507,386,0.8949,386,0.2402
SPRP,true,10,180,3,1,32,3,366,1.7519,366,0.9021,366,0.3501
SPRP,true,10,180,3,1,33,3,278,2.1155,278,1.1204,278,0.2452
SPRP,true,10,180,3,1,34,3,412,3.5482,412,1.0948,412,0.2931
SPRP,true,10,180,3,1,35,3,440,5.0784,440,0.8866,440,0.3097
SPRP,true,10,180,3,1,36,3,408,10.1401,408,0.9395,408,0.2264
SPRP,true,10,180,3,1,37,3,414,13.9628,414,1.2611,414,0.4359
SPRP,true,10,180,3,1,38,3,394,9.1066,394,0.8907,394,0.2213
SPRP,true,10,180,3,1,39,3,398,8.6611,398,0.635,398,0.2534
SPRP,true,10,180,3,1,40,3,502,7.6437,502,1.1045,502,0.2436
SPRP,true,10,180,3,1,41,3,460,12.8288,460,1.1102,460,0.2546
SPRP,true,10,180,3,1,42,3,270,3.0153,270,0.8948,270,0.2433
SPRP,true,10,180,3,1,43,3,412,15.2024,412,1.3468,412,0.2819
SPRP,true,10,180,3,1,44,3,494,9.6272,494,1.0083,494,0.2373
SPRP,true,10,180,3,1,45,3,82,3.5207,82,0.9076,82,0.242
SPRP,true,10,180,3,1,46,3,442,8.0083,442,1.1543,442,0.2848
SPRP,true,10,180,3,1,47,3,358,1.6856,358,0.6326,358,0.2278
SPRP,true,10,180,3,1,48,3,232,2.7137,232,0.7321,232,0.2635
SPRP,true,10,180,3,1,49,3,390,8.6396,390,1.5168,390,0.2539
SPRP,true,10,180,7,1,0,7,596,6.1032,596,1.2533,596,0.5081
SPRP,true,10,180,7,1,1,7,762,12.141,762,1.3315,762,0.2484
SPRP,true,10,180,7,1,2,7,632,11.9778,632,1.1357,632,0.2897
SPRP,true,10,180,7,1,3,7,618,18.2744,618,1.2509,618,0.2953
SPRP,true,10,180,7,1,4,7,606,11.0202,606,1.3721,606,0.2567
SPRP,true,10,180,7,1,5,7,768,13.018,768,1.4062,768,0.2752
SPRP,true,10,180,7,1,6,7,634,17.2865,634,1.7419,634,0.3724
SPRP,true,10,180,7,1,7,7,558,13.9572,558,1.2771,558,0.2437
SPRP,true,10,180,7,1,8,7,592,13.5537,592,1.2441,592,0.2702
SPRP,true,10,180,7,1,9,7,784,14.8388,784,1.4577,784,0.2617
SPRP,true,10,180,7,1,10,7,810,8.8373,810,1.5179,810,0.2952
SPRP,true,10,180,7,1,11,7,640,2.3099,640,1.6852,640,0.5149
SPRP,true,10,180,7,1,12,7,490,10.8495,490,1.2932,490,0.2583
SPRP,true,10,180,7,1,13,7,558,16.6617,558,1.2731,558,0.2989
SPRP,true,10,180,7,1,14,7,674,12.3581,674,1.4602,674,0.2986
SPRP,true,10,180,7,1,15,7,766,9.8757,766,1.2271,766,0.2685
SPRP,true,10,180,7,1,16,7,568,4.3721,568,1.5476,568,0.3099
SPRP,true,10,180,7,1,17,7,590,3.8129,590,1.0274,590,0.2555
SPRP,true,10,180,7,1,18,7,566,23.8604,566,1.2636,566,0.4456
SPRP,true,10,180,7,1,19,7,664,11.8515,664,1.3741,664,0.3049
SPRP,true,10,180,7,1,20,7,506,10.6721,506,1.4585,506,0.4274
SPRP,true,10,180,7,1,21,7,514,13.0041,514,1.2975,514,0.2817
SPRP,true,10,180,7,1,22,7,622,13.9375,622,1.6009,622,0.3258
SPRP,true,10,180,7,1,23,7,588,9.4854,588,1.3482,588,0.2774
SPRP,true,10,180,7,1,24,7,682,5.0109,682,1.0426,682,0.2475
SPRP,true,10,180,7,1,25,7,846,23.2118,846,1.2596,846,0.276
SPRP,true,10,180,7,1,26,7,506,10.7502,506,1.3851,506,0.309
SPRP,true,10,180,7,1,27,7,852,10.9286,852,1.4345,852,0.2683
SPRP,true,10,180,7,1,28,7,756,8.1825,756,1.4831,756,0.2929
SPRP,true,10,180,7,1,29,7,508,25.9933,508,1.3938,508,0.318
SPRP,true,10,180,7,1,30,7,714,14.2535,714,1.318,714,0.2668
SPRP,true,10,180,7,1,31,7,556,15.2149,556,1.7938,556,0.3222
SPRP,true,10,180,7,1,32,7,766,14.9498,766,1.6084,766,0.3402
SPRP,true,10,180,7,1,33,7,610,2.3634,610,1.5336,610,0.3147
SPRP,true,10,180,7,1,34,7,830,17.2254,830,1.2928,830,0.2596
SPRP,true,10,180,7,1,35,7,596,6.6843,596,1.2703,596,0.3137
SPRP,true,10,180,7,1,36,7,548,13.0031,548,1.5877,548,0.2633
SPRP,true,10,180,7,1,37,7,546,7.9686,546,1.3116,546,0.267
SPRP,true,10,180,7,1,38,7,478,4.7323,478,1.0541,478,0.2466
SPRP,true,10,180,7,1,39,7,772,7.6751,772,1.3547,772,0.3488
SPRP,true,10,180,7,1,40,7,618,20.9326,618,1.2731,618,0.2387
SPRP,true,10,180,7,1,41,7,698,51.3569,698,1.4799,698,0.2597
SPRP,true,10,180,7,1,42,7,578,11.2046,578,1.3957,578,0.3058
SPRP,true,10,180,7,1,43,7,440,12.6,440,1.5073,440,0.2612
SPRP,true,10,180,7,1,44,7,778,18.336,778,1.5116,778,0.2721
SPRP,true,10,180,7,1,45,7,546,10.3718,546,1.2638,546,0.3129
SPRP,true,10,180,7,1,46,7,664,11.7935,664,1.6689,664,0.2766
SPRP,true,10,180,7,1,47,7,418,23.361,418,1.0721,418,0.252
SPRP,true,10,180,7,1,48,7,560,8.4092,560,1.0667,560,0.2919
SPRP,true,10,180,7,1,49,7,614,8.5839,614,2.2651,614,0.3415
SPRP,true,10,180,15,1,0,15,1068,9.6439,1068,1.5203,1068,0.2748
SPRP,true,10,180,15,1,1,15,908,6.4851,908,1.6239,908,0.2958
SPRP,true,10,180,15,1,2,15,1144,9.8462,1144,1.6154,1144,0.2816
SPRP,true,10,180,15,1,3,15,978,6.8691,978,1.4112,978,0.2796
SPRP,true,10,180,15,1,4,15,1352,22.8971,1352,1.6661,1352,0.6219
SPRP,true,10,180,15,1,5,15,1036,7.101,1036,1.725,1036,0.2974
SPRP,true,10,180,15,1,6,15,1188,9.1555,1188,1.8926,1188,0.3106
SPRP,true,10,180,15,1,7,15,1154,14.3081,1154,1.6197,1154,0.3239
SPRP,true,10,180,15,1,8,15,1014,11.541,1014,1.8133,1014,0.4421
SPRP,true,10,180,15,1,9,15,1146,5.802,1146,1.8567,1146,0.5246
SPRP,true,10,180,15,1,10,15,1336,9.3449,1336,1.7333,1336,0.2886
SPRP,true,10,180,15,1,11,15,1168,11.6064,1168,1.8219,1168,0.3338
SPRP,true,10,180,15,1,12,15,1024,11.8172,1024,1.608,1024,0.3235
SPRP,true,10,180,15,1,13,15,814,7.0424,814,1.6683,814,0.3209
SPRP,true,10,180,15,1,14,15,1008,10.4674,1008,1.7147,1008,0.3017
SPRP,true,10,180,15,1,15,15,1038,14.1186,1038,1.5655,1038,0.3231
SPRP,true,10,180,15,1,16,15,906,9.1775,906,1.5768,906,0.281
SPRP,true,10,180,15,1,17,15,1158,12.4918,1158,1.6541,1158,0.3481
SPRP,true,10,180,15,1,18,15,1032,7.0709,1032,1.5059,1032,0.3077
SPRP,true,10,180,15,1,19,15,1054,10.4256,1054,1.8126,1054,0.344
SPRP,true,10,180,15,1,20,15,836,11.9842,836,1.3624,836,0.2953
SPRP,true,10,180,15,1,21,15,798,12.7284,798,1.3444,798,0.2749
SPRP,true,10,180,15,1,22,15,1000,9.5117,1000,1.4625,1000,0.2828
SPRP,true,10,180,15,1,23,15,1234,30.5771,1234,1.8574,1234,0.3297
SPRP,true,10,180,15,1,24,15,1168,6.1576,1168,2.0434,1168,0.3021
SPRP,true,10,180,15,1,25,15,1182,11.5106,1182,1.7557,1182,0.3231
SPRP,true,10,180,15,1,26,15,1084,8.7695,1084,1.7956,1084,0.2894
SPRP,true,10,180,15,1,27,15,1438,18.436,1438,1.6941,1438,0.2959
SPRP,true,10,180,15,1,28,15,914,9.4612,914,1.4836,914,0.2968
SPRP,true,10,180,15,1,29,15,750,7.9656,750,1.568,750,0.2824
SPRP,true,10,180,15,1,30,15,1058,9.9422,1058,2.198,1058,0.4795
SPRP,true,10,180,15,1,31,15,830,12.0667,830,2.0791,830,0.4164
SPRP,true,10,180,15,1,32,15,1170,12.7566,1170,1.6508,1170,0.2668
SPRP,true,10,180,15,1,33,15,1098,10.4355,1098,1.5729,1098,0.2806
SPRP,true,10,180,15,1,34,15,1052,14.0367,1052,1.3925,1052,0.2627
SPRP,true,10,180,15,1,35,15,1120,6.2319,1120,1.5767,1120,0.283
SPRP,true,10,180,15,1,36,15,1244,27.2043,1244,1.7339,1244,0.3321
SPRP,true,10,180,15,1,37,15,1086,10.0636,1086,1.6752,1086,0.3002
SPRP,true,10,180,15,1,38,15,980,13.8953,980,1.5853,980,0.289
SPRP,true,10,180,15,1,39,15,1002,9.5391,1002,1.7198,1002,0.3354
SPRP,true,10,180,15,1,40,15,816,9.9672,816,1.3071,816,0.2713
SPRP,true,10,180,15,1,41,15,1020,13.2641,1020,1.6787,1020,0.2939
SPRP,true,10,180,15,1,42,15,1014,7.3711,1014,2.4955,1014,0.5024
SPRP,true,10,180,15,1,43,15,1044,15.286,1044,2.0799,1044,0.3031
SPRP,true,10,180,15,1,44,15,1118,11.8988,1118,1.6243,1118,0.2784
SPRP,true,10,180,15,1,45,15,1006,14.3015,1006,1.6659,1006,0.4117
SPRP,true,10,180,15,1,46,15,1064,7.909,1064,1.8757,1064,0.2987
SPRP,true,10,180,15,1,47,15,900,22.8009,900,1.6586,900,0.3275
SPRP,true,10,180,15,1,48,15,1076,12.0394,1076,1.7203,1076,0.2845
SPRP,true,10,180,15,1,49,15,1216,28.552,1216,1.6732,1216,0.3311
SPRP,true,10,180,30,1,0,30,1600,13.2182,1600,1.9094,1600,0.3562
SPRP,true,10,180,30,1,1,30,1328,13.9207,1328,1.7582,1328,0.3419
SPRP,true,10,180,30,1,2,30,1528,9.7154,1528,1.8315,1528,0.3326
SPRP,true,10,180,30,1,3,30,1544,12.8083,1544,1.6006,1544,0.312
SPRP,true,10,180,30,1,4,30,1692,18.6109,1692,1.714,1692,0.3141
SPRP,true,10,180,30,1,5,30,1370,8.7601,1370,1.7103,1370,0.4205
SPRP,true,10,180,30,1,6,30,1602,7.7423,1602,1.6467,1602,0.295
SPRP,true,10,180,30,1,7,30,1388,12.6687,1388,2.0468,1388,0.3453
SPRP,true,10,180,30,1,8,30,1568,10.4603,1568,2.1989,1568,0.5501
SPRP,true,10,180,30,1,9,30,1504,18.0564,1504,1.7169,1504,0.3486
SPRP,true,10,180,30,1,10,30,1598,14.5747,1598,1.8783,1598,0.3378
SPRP,true,10,180,30,1,11,30,1414,17.2589,1414,1.7158,1414,0.3099
SPRP,true,10,180,30,1,12,30,1510,10.7783,1510,1.6748,1510,0.3222
SPRP,true,10,180,30,1,13,30,1392,10.0742,1392,1.6984,1392,0.2956
SPRP,true,10,180,30,1,14,30,1462,11.7675,1462,1.9037,1462,0.4049
SPRP,true,10,180,30,1,15,30,1460,19.6592,1460,1.9848,1460,0.4487
SPRP,true,10,180,30,1,16,30,1606,18.6604,1606,1.6957,1606,0.3038
SPRP,true,10,180,30,1,17,30,1640,16.4996,1640,1.7722,1640,0.3141
SPRP,true,10,180,30,1,18,30,1460,16.1044,1460,1.7176,1460,0.2978
SPRP,true,10,180,30,1,19,30,1314,14.3435,1314,1.8022,1314,0.425
SPRP,true,10,180,30,1,20,30,1530,11.7133,1530,1.8101,1530,0.2991
SPRP,true,10,180,30,1,21,30,1502,10.5955,1502,2.1857,1502,0.4477
SPRP,true,10,180,30,1,22,30,1336,12.1768,1336,1.6776,1336,0.2958
SPRP,true,10,180,30,1,23,30,1572,16.114,1572,1.7381,1572,0.321
SPRP,true,10,180,30,1,24,30,1376,13.3153,1376,2.5677,1376,0.7345
SPRP,true,10,180,30,1,25,30,1662,8.3253,1662,1.7949,1662,0.2954
SPRP,true,10,180,30,1,26,30,1550,12.5913,1550,1.8271,1550,0.3386
SPRP,true,10,180,30,1,27,30,1754,6.1462,1754,1.7801,1754,0.317
SPRP,true,10,180,30,1,28,30,1494,13.6415,1494,1.881,1494,0.3721
SPRP,true,10,180,30,1,29,30,1336,14.5925,1336,1.7201,1336,0.3015
SPRP,true,10,180,30,1,30,30,1306,11.176,1306,2.4642,1306,0.5883
SPRP,true,10,180,30,1,31,30,1276,10.0303,1276,1.7377,1276,0.3554
SPRP,true,10,180,30,1,32,30,1600,10.5626,1600,1.7332,1600,0.3057
SPRP,true,10,180,30,1,33,30,1566,14.8554,1566,1.9358,1566,0.3772
SPRP,true,10,180,30,1,34,30,1714,7.0695,1714,1.7402,1714,0.2969
SPRP,true,10,180,30,1,35,30,1624,15.0432,1624,1.8127,1624,0.2977
SPRP,true,10,180,30,1,36,30,1480,14.8922,1480,2.1957,1480,0.4324
SPRP,true,10,180,30,1,37,30,1438,7.7734,1438,2.0524,1438,0.4633
SPRP,true,10,180,30,1,38,30,1400,7.6579,1400,1.7447,1400,0.3307
SPRP,true,10,180,30,1,39,30,1400,12.7981,1400,1.8228,1400,0.3429
SPRP,true,10,180,30,1,40,30,1128,8.4566,1128,1.7589,1128,0.3741
SPRP,true,10,180,30,1,41,30,1274,14.5499,1274,1.8952,1274,0.3225
SPRP,true,10,180,30,1,42,30,1578,18.0409,1578,1.6856,1578,0.2938
SPRP,true,10,180,30,1,43,30,1512,11.4234,1512,1.6714,1512,0.3403
SPRP,true,10,180,30,1,44,30,1586,11.3626,1586,2.2823,1586,0.6307
SPRP,true,10,180,30,1,45,30,1306,13.2032,1306,1.8423,1306,0.3932
SPRP,true,10,180,30,1,46,30,1384,17.2979,1384,1.7485,1384,0.3322
SPRP,true,10,180,30,1,47,30,1292,8.1612,1292,1.7163,1292,0.3484
SPRP,true,10,180,30,1,48,30,1384,14.4356,1384,1.816,1384,0.4939
SPRP,true,10,180,30,1,49,30,1448,19.973,1448,1.8051,1448,0.3076
SPRP,true,25,30,3,1,0,3,198,37.222,198,2.802,198,0.7344
SPRP,true,25,30,3,1,1,3,142,30.4776,142,1.8903,142,1.4587
SPRP,true,25,30,3,1,2,3,194,30.7911,194,2.7747,194,1.0012
SPRP,true,25,30,3,1,3,3,166,19.9865,166,2.1296,166,0.7086
SPRP,true,25,30,3,1,4,3,182,102.938,182,2.5653,182,0.7443
SPRP,true,25,30,3,1,5,3,196,120.43,196,2.7244,196,0.9497
SPRP,true,25,30,3,1,6,3,174,126.672,174,2.2527,174,0.7534
SPRP,true,25,30,3,1,7,3,184,22.7064,184,2.3597,184,0.6854
SPRP,true,25,30,3,1,8,3,200,11.6626,200,2.939,200,0.6002
SPRP,true,25,30,3,1,9,3,166,30.7368,166,2.401,166,0.6204
SPRP,true,25,30,3,1,10,3,128,91.5315,128,1.8283,128,0.5808
SPRP,true,25,30,3,1,11,3,156,3.6409,156,2.7917,156,0.7481
SPRP,true,25,30,3,1,12,3,166,19.1737,166,2.4252,166,0.7751
SPRP,true,25,30,3,1,13,3,156,47.752,156,2.5643,156,0.7658
SPRP,true,25,30,3,1,14,3,156,26.414,156,1.8198,156,0.7391
SPRP,true,25,30,3,1,15,3,142,11.7126,142,2.1401,142,0.6093
SPRP,true,25,30,3,1,16,3,210,20.0472,210,2.6197,210,0.8562
SPRP,true,25,30,3,1,17,3,156,24.2648,156,2.5681,156,0.7475
SPRP,true,25,30,3,1,18,3,158,10.0942,158,2.2449,158,0.7257
SPRP,true,25,30,3,1,19,3,178,78.0089,178,2.1589,178,0.7029
SPRP,true,25,30,3,1,20,3,158,25.4026,158,2.2936,158,0.59
SPRP,true,25,30,3,1,21,3,154,21.1046,154,2.5454,154,0.9224
SPRP,true,25,30,3,1,22,3,158,18.4252,158,2.8027,158,0.8607
SPRP,true,25,30,3,1,23,3,184,100.059,184,2.786,184,0.7456
SPRP,true,25,30,3,1,24,3,188,12.2092,188,2.2761,188,0.6988
SPRP,true,25,30,3,1,25,3,52,3.0984,52,1.0705,52,0.5511
SPRP,true,25,30,3,1,26,3,194,10.3163,194,2.7781,194,0.6125
SPRP,true,25,30,3,1,27,3,150,43.353,150,2.8223,150,0.648
SPRP,true,25,30,3,1,28,3,200,64.2406,200,2.5214,200,0.6356
SPRP,true,25,30,3,1,29,3,150,20.3043,150,2.7102,150,0.8207
SPRP,true,25,30,3,1,30,3,170,8.5463,170,2.0225,170,0.8874
SPRP,true,25,30,3,1,31,3,186,3.8147,186,2.5139,186,0.7704
SPRP,true,25,30,3,1,32,3,178,4.9326,178,2.4829,178,1.02
SPRP,true,25,30,3,1,33,3,186,29.2506,186,2.4298,186,0.5846
SPRP,true,25,30,3,1,34,3,170,17.4724,170,2.4399,170,0.8875
SPRP,true,25,30,3,1,35,3,168,22.0738,168,2.4131,168,0.9693
SPRP,true,25,30,3,1,36,3,128,2.8103,128,2.7838,128,0.8595
SPRP,true,25,30,3,1,37,3,146,43.9828,146,2.9809,146,0.674
SPRP,true,25,30,3,1,38,3,204,51.5582,204,3.046,204,0.6979
SPRP,true,25,30,3,1,39,3,172,8.1802,172,1.8653,172,0.5942
SPRP,true,25,30,3,1,40,3,158,22.828,158,2.0644,158,0.6074
SPRP,true,25,30,3,1,41,3,160,63.2695,160,1.8126,160,0.855
SPRP,true,25,30,3,1,42,3,120,2.4905,120,1.7582,120,0.7358
SPRP,true,25,30,3,1,43,3,114,3.1549,114,2.595,114,0.6998
SPRP,true,25,30,3,1,44,3,114,10.358,114,2.4737,114,0.8311
SPRP,true,25,30,3,1,45,3,148,8.3989,148,2.0672,148,0.7134
SPRP,true,25,30,3,1,46,3,152,23.3403,152,1.9528,152,0.7704
SPRP,true,25,30,3,1,47,3,174,50.1136,174,2.5644,174,0.843
SPRP,true,25,30,3,1,48,3,110,9.8815,110,2.5176,110,0.8824
SPRP,true,25,30,3,1,49,3,120,3.8802,120,2.7564,120,0.7499
SPRP,true,25,30,7,1,0,7,266,39.1226,266,2.7359,266,0.8955
SPRP,true,25,30,7,1,1,7,260,31.7218,260,3.1757,260,0.7966
SPRP,true,25,30,7,1,2,7,242,12.1568,242,2.7366,242,0.6687
SPRP,true,25,30,7,1,3,7,222,51.4345,222,2.6935,222,0.615
SPRP,true,25,30,7,1,4,7,236,56.3844,236,2.7893,236,0.7969
SPRP,true,25,30,7,1,5,7,270,55.4722,270,3.1114,270,0.831
SPRP,true,25,30,7,1,6,7,230,117.244,230,3.6107,230,1.0169
SPRP,true,25,30,7,1,7,7,240,28.5444,240,2.9472,240,0.8164
SPRP,true,25,30,7,1,8,7,250,40.3864,250,3.2544,250,0.8468
SPRP,true,25,30,7,1,9,7,200,17.6451,200,2.7145,200,0.6319
SPRP,true,25,30,7,1,10,7,216,29.5064,216,3.2027,216,1.4462
SPRP,true,25,30,7,1,11,7,222,48.1291,222,3.164,222,0.808
SPRP,true,25,30,7,1,12,7,232,23.9223,232,2.8885,232,0.9165
SPRP,true,25,30,7,1,13,7,224,24.9547,224,2.8567,224,1.1378
SPRP,true,25,30,7,1,14,7,266,30.5412,266,3.5241,266,0.8311
SPRP,true,25,30,7,1,15,7,192,22.9775,192,2.9998,192,0.6724
SPRP,true,25,30,7,1,16,7,286,17.7009,286,3.378,286,0.6437
SPRP,true,25,30,7,1,17,7,216,14.2294,216,3.1465,216,0.653
SPRP,true,25,30,7,1,18,7,264,19.7858,264,3.5297,264,0.7577
SPRP,true,25,30,7,1,19,7,276,60.5474,276,3.1975,276,0.8272
SPRP,true,25,30,7,1,20,7,242,25.4028,242,2.5978,242,1.0324
SPRP,true,25,30,7,1,21,7,194,20.9873,194,2.6816,194,0.9089
SPRP,true,25,30,7,1,22,7,284,27.4029,284,2.9593,284,0.771
SPRP,true,25,30,7,1,23,7,248,63.9377,248,3.331,248,1.0228
SPRP,true,25,30,7,1,24,7,258,71.0588,258,2.5664,258,0.9479
SPRP,true,25,30,7,1,25,7,188,11.5871,188,2.5922,188,0.677
SPRP,true,25,30,7,1,26,7,282,17.8519,282,3.5015,282,0.8782
SPRP,true,25,30,7,1,27,7,230,21.2168,230,2.9501,230,0.9958
SPRP,true,25,30,7,1,28,7,254,75.9618,254,3.0541,254,0.8079
SPRP,true,25,30,7,1,29,7,282,16.9221,282,3.4603,282,0.6561
SPRP,true,25,30,7,1,30,7,206,17.249,206,2.6806,206,0.9524
SPRP,true,25,30,7,1,31,7,236,20.7463,236,3.2166,236,0.871
SPRP,true,25,30,7,1,32,7,272,16.9485,272,3.7852,272,1.0017
SPRP,true,25,30,7,1,33,7,208,18.0588,208,2.6694,208,1.3562
SPRP,true,25,30,7,1,34,7,278,39.0591,278,2.9345,278,1.3699
SPRP,true,25,30,7,1,35,7,260,6.9162,260,2.7817,260,0.9503
SPRP,true,25,30,7,1,36,7,220,17.8173,220,2.9727,220,0.6405
SPRP,true,25,30,7,1,37,7,208,16.205,208,2.9148,208,0.6322
SPRP,true,25,30,7,1,38,7,266,20.7522,266,3.1971,266,0.8251
SPRP,true,25,30,7,1,39,7,190,12.3878,190,2.3434,190,0.9897
SPRP,true,25,30,7,1,40,7,220,14.0263,220,2.6068,220,0.9486
SPRP,true,25,30,7,1,41,7,238,27.2455,238,3.1247,238,0.9982
SPRP,true,25,30,7,1,42,7,260,12.946,260,3.554,260,1.2238
SPRP,true,25,30,7,1,43,7,188,25.4686,188,4.8189,188,0.8727
SPRP,true,25,30,7,1,44,7,214,20.2,214,2.5904,214,0.9629
SPRP,true,25,30,7,1,45,7,278,23.3365,278,4.0579,278,1.0257
SPRP,true,25,30,7,1,46,7,258,67.4103,258,3.1547,258,0.8067
SPRP,true,25,30,7,1,47,7,262,63.7227,262,3.1362,262,1.658
SPRP,true,25,30,7,1,48,7,228,24.935,228,3.4721,228,1.3682
SPRP,true,25,30,7,1,49,7,248,45.9678,248,2.8322,248,0.9006
SPRP,true,25,30,15,1,0,15,370,36.5362,370,3.4653,370,0.8912
SPRP,true,25,30,15,1,1,15,412,44.8093,412,4.4864,412,1.9777
SPRP,true,25,30,15,1,2,15,320,36.2951,320,3.6759,320,0.9693
SPRP,true,25,30,15,1,3,15,390,36.6481,390,3.9276,390,0.86
SPRP,true,25,30,15,1,4,15,340,39.6466,340,4.2122,340,1.0114
SPRP,true,25,30,15,1,5,15,368,31.0309,368,3.7839,368,0.8802
SPRP,true,25,30,15,1,6,15,316,22.5206,316,4.2241,316,0.9529
SPRP,true,25,30,15,1,7,15,340,32.2303,340,4.0806,340,1.0084
SPRP,true,25,30,15,1,8,15,308,16.9444,308,4.0059,308,1.4468
SPRP,true,25,30,15,1,9,15,284,19.5127,284,3.7391,284,0.6797
SPRP,true,25,30,15,1,10,15,362,22.2816,362,3.7442,362,1.0027
SPRP,true,25,30,15,1,11,15,316,23.6008,316,3.832,316,0.9826
SPRP,true,25,30,15,1,12,15,306,21.2199,306,3.6786,306,0.9369
SPRP,true,25,30,15,1,13,15,362,20.3964,362,3.3782,362,0.9586
SPRP,true,25,30,15,1,14,15,338,20.5586,338,4.0914,338,0.9652
SPRP,true,25,30,15,1,15,15,318,30.2626,318,3.4427,318,0.9904
SPRP,true,25,30,15,1,16,15,344,18.5573,344,3.673,344,0.707
SPRP,true,25,30,15,1,17,15,358,42.6259,358,3.7794,358,0.8614
SPRP,true,25,30,15,1,18,15,430,30.6081,430,3.9439,430,1.1247
SPRP,true,25,30,15,1,19,15,392,27.0793,392,3.929,392,0.8551
SPRP,true,25,30,15,1,20,15,338,17.1368,338,3.4092,338,0.7487
SPRP,true,25,30,15,1,21,15,318,42.6017,318,4.5483,318,0.9783
SPRP,true,25,30,15,1,22,15,388,18.7372,388,5.5504,388,1.5834
SPRP,true,25,30,15,1,23,15,340,32.9811,340,4.1863,340,0.9226
SPRP,true,25,30,15,1,24,15,382,34.658,382,4.2516,382,0.9084
SPRP,true,25,30,15,1,25,15,360,38.3262,360,3.91,360,1.0555
SPRP,true,25,30,15,1,26,15,394,18.0418,394,3.8817,394,0.8593
SPRP,true,25,30,15,1,27,15,370,17.3322,370,3.6897,370,0.9451
SPRP,true,25,30,15,1,28,15,364,41.1706,364,3.9772,364,1.0541
SPRP,true,25,30,15,1,29,15,378,37.6538,378,4.0398,378,0.981
SPRP,true,25,30,15,1,30,15,296,13.6736,296,3.3219,296,0.9444
SPRP,true,25,30,15,1,31,15,342,38.7281,342,3.3919,342,0.8725
SPRP,true,25,30,15,1,32,15,390,18.7023,390,3.8052,390,1.013
SPRP,true,25,30,15,1,33,15,322,14.3706,322,3.6664,322,0.9593
SPRP,true,25,30,15,1,34,15,406,18.7742,406,4.4231,406,1.0008
SPRP,true,25,30,15,1,35,15,416,12.6425,416,3.9775,416,0.8662
SPRP,true,25,30,15,1,36,15,360,18.987,360,3.7425,360,1.0331
SPRP,true,25,30,15,1,37,15,324,51.0812,324,3.2621,324,1.0194
SPRP,true,25,30,15,1,38,15,374,17.871,374,4.2497,374,1.0773
SPRP,true,25,30,15,1,39,15,344,50.2998,344,4.0515,344,1.0246
SPRP,true,25,30,15,1,40,15,352,10.8546,352,3.3827,352,0.9856
SPRP,true,25,30,15,1,41,15,314,31.925,314,3.675,314,1.1506
SPRP,true,25,30,15,1,42,15,436,18.0201,436,4.0591,436,1.0609
