problem type,unit demand,num aisles,num cells,num articles,alpha,random seed,num pick positions,GS MIP cost,GS MIP time cplex [ms],Netw MIP cost,Netw MIP time cplex [ms]
SPRP with Scattered Storage,true,25,180,3,2,31,14,412,410.66,412,13.081
SPRP with Scattered Storage,true,25,180,3,2,32,10,254,9.2259,254,9.8778
SPRP with Scattered Storage,true,25,180,3,2,33,6,300,23.438,300,7.4218
SPRP with Scattered Storage,true,25,180,3,2,34,17,236,17.913,236,12.9362
SPRP with Scattered Storage,true,25,180,3,2,35,3,526,18.8221,526,2.1569
SPRP with Scattered Storage,true,25,180,3,2,36,13,282,436.728,282,20.1852
SPRP with Scattered Storage,true,25,180,3,2,37,3,504,36.6353,504,2.5211
SPRP with Scattered Storage,true,25,180,3,2,38,11,204,54.7974,204,13.9645
SPRP with Scattered Storage,true,25,180,3,2,39,10,364,10.8042,364,13.2787
SPRP with Scattered Storage,true,25,180,3,2,40,7,416,173.283,416,17.0827
SPRP with Scattered Storage,true,25,180,3,2,41,17,374,162.841,374,10.5179
SPRP with Scattered Storage,true,25,180,3,2,42,11,452,200.389,452,9.0967
SPRP with Scattered Storage,true,25,180,3,2,43,12,258,23.5896,258,11.781
SPRP with Scattered Storage,true,25,180,3,2,44,7,272,5.3984,272,10.9462
SPRP with Scattered Storage,true,25,180,3,2,45,21,428,762.626,428,24.6525
SPRP with Scattered Storage,true,25,180,3,2,46,15,338,19.4505,338,12.1819
SPRP with Scattered Storage,true,25,180,3,2,47,5,486,71.5693,486,6.9528
SPRP with Scattered Storage,true,25,180,3,2,48,8,438,112.416,438,9.5096
SPRP with Scattered Storage,true,25,180,3,2,49,14,314,55.9154,314,17.1951
SPRP with Scattered Storage,true,25,180,7,2,0,25,568,490.521,568,33.5683
SPRP with Scattered Storage,true,25,180,7,2,1,23,568,209.585,568,12.5698
SPRP with Scattered Storage,true,25,180,7,2,2,18,612,62.0696,612,32.7628
SPRP with Scattered Storage,true,25,180,7,2,3,31,566,474.815,566,16.2281
SPRP with Scattered Storage,true,25,180,7,2,4,19,676,261.448,676,12.0344
SPRP with Scattered Storage,true,25,180,7,2,5,23,468,27.7269,468,13.9963
SPRP with Scattered Storage,true,25,180,7,2,6,21,600,102.179,600,23.3843
SPRP with Scattered Storage,true,25,180,7,2,7,37,500,830.243,500,17.4779
SPRP with Scattered Storage,true,25,180,7,2,8,42,522,337.414,522,24.2975
SPRP with Scattered Storage,true,25,180,7,2,9,21,554,456.862,554,41.262
SPRP with Scattered Storage,true,25,180,7,2,10,27,496,220.415,496,28.9292
SPRP with Scattered Storage,true,25,180,7,2,11,21,538,339.629,538,13.1088
SPRP with Scattered Storage,true,25,180,7,2,12,15,640,97.9319,640,9.9067
SPRP with Scattered Storage,true,25,180,7,2,13,20,576,50.2118,576,13.6046
SPRP with Scattered Storage,true,25,180,7,2,14,22,614,31.0832,614,12.1006
SPRP with Scattered Storage,true,25,180,7,2,15,25,558,70.9545,558,12.9041
SPRP with Scattered Storage,true,25,180,7,2,16,19,658,79.6871,658,9.9173
SPRP with Scattered Storage,true,25,180,7,2,17,25,628,90.5667,628,14.5071
SPRP with Scattered Storage,true,25,180,7,2,18,25,672,367.933,672,18.0004
SPRP with Scattered Storage,true,25,180,7,2,19,18,566,136.838,566,13.3011
SPRP with Scattered Storage,true,25,180,7,2,20,33,342,41.9727,342,20.0187
SPRP with Scattered Storage,true,25,180,7,2,21,29,490,1040.02,490,29.6422
SPRP with Scattered Storage,true,25,180,7,2,22,24,616,1721.91,616,161.079
SPRP with Scattered Storage,true,25,180,7,2,23,32,600,307.683,600,47.369
SPRP with Scattered Storage,true,25,180,7,2,24,18,646,236.944,646,10.9783
SPRP with Scattered Storage,true,25,180,7,2,25,14,718,47.8128,718,10.1189
SPRP with Scattered Storage,true,25,180,7,2,26,37,552,395.077,552,19.8666
SPRP with Scattered Storage,true,25,180,7,2,27,37,480,1071.37,480,58.4186
SPRP with Scattered Storage,true,25,180,7,2,28,29,608,419.373,608,13.8114
SPRP with Scattered Storage,true,25,180,7,2,29,29,516,216.493,516,20.3681
SPRP with Scattered Storage,true,25,180,7,2,30,32,536,365.861,536,18.7157
SPRP with Scattered Storage,true,25,180,7,2,31,21,514,213.99,514,12.5748
SPRP with Scattered Storage,true,25,180,7,2,32,21,590,54.2632,590,14.6036
SPRP with Scattered Storage,true,25,180,7,2,33,19,528,71.2855,528,22.5446
SPRP with Scattered Storage,true,25,180,7,2,34,30,598,254.228,598,14.8393
SPRP with Scattered Storage,true,25,180,7,2,35,21,650,103.545,650,18.8355
SPRP with Scattered Storage,true,25,180,7,2,36,27,470,536.185,470,16.5358
SPRP with Scattered Storage,true,25,180,7,2,37,23,550,89.5432,550,12.4779
SPRP with Scattered Storage,true,25,180,7,2,38,35,350,37.515,350,20.208
SPRP with Scattered Storage,true,25,180,7,2,39,19,724,406.902,724,37.9863
SPRP with Scattered Storage,true,25,180,7,2,40,26,562,489.155,562,56.7771
SPRP with Scattered Storage,true,25,180,7,2,41,29,550,284.476,550,17.8032
SPRP with Scattered Storage,true,25,180,7,2,42,26,576,307.103,576,15.6741
SPRP with Scattered Storage,true,25,180,7,2,43,33,492,132.295,492,19.4808
SPRP with Scattered Storage,true,25,180,7,2,44,18,544,125.824,544,16.4363
SPRP with Scattered Storage,true,25,180,7,2,45,44,528,331.898,528,18.4239
SPRP with Scattered Storage,true,25,180,7,2,46,26,662,46.1268,662,13.8177
SPRP with Scattered Storage,true,25,180,7,2,47,16,730,166.809,730,13.3056
SPRP with Scattered Storage,true,25,180,7,2,48,15,598,152.592,598,13.0363
SPRP with Scattered Storage,true,25,180,7,2,49,25,516,95.4101,516,32.6483
SPRP with Scattered Storage,true,25,180,15,2,0,48,770,62.2559,770,20.0136
SPRP with Scattered Storage,true,25,180,15,2,1,43,954,360.567,954,18.695
SPRP with Scattered Storage,true,25,180,15,2,2,44,1060,29.5943,1060,17.4839
SPRP with Scattered Storage,true,25,180,15,2,3,55,878,365.114,878,19.2085
SPRP with Scattered Storage,true,25,180,15,2,4,39,932,101.019,932,15.6578
SPRP with Scattered Storage,true,25,180,15,2,5,52,806,66.3423,806,25.0858
SPRP with Scattered Storage,true,25,180,15,2,6,47,868,89.7566,868,27.905
SPRP with Scattered Storage,true,25,180,15,2,7,60,750,85.8549,750,22.8827
SPRP with Scattered Storage,true,25,180,15,2,8,60,802,92.7015,802,18.5781
SPRP with Scattered Storage,true,25,180,15,2,9,46,896,241.465,896,92.6293
SPRP with Scattered Storage,true,25,180,15,2,10,66,632,285.491,632,25.9131
SPRP with Scattered Storage,true,25,180,15,2,11,45,902,418.173,902,28.5519
SPRP with Scattered Storage,true,25,180,15,2,12,51,782,60.8727,782,17.3393
SPRP with Scattered Storage,true,25,180,15,2,13,44,1084,48.2658,1084,15.8904
SPRP with Scattered Storage,true,25,180,15,2,14,58,826,97.6771,826,22.7729
SPRP with Scattered Storage,true,25,180,15,2,15,54,848,183.972,848,28.4103
SPRP with Scattered Storage,true,25,180,15,2,16,49,876,141.538,876,34.7105
SPRP with Scattered Storage,true,25,180,15,2,17,46,1062,69.4693,1062,17.9021
SPRP with Scattered Storage,true,25,180,15,2,18,51,1078,409.478,1078,86.6207
SPRP with Scattered Storage,true,25,180,15,2,19,40,924,70.1647,924,35.6543
SPRP with Scattered Storage,true,25,180,15,2,20,65,686,91.6839,686,28.6668
SPRP with Scattered Storage,true,25,180,15,2,21,60,686,495.589,686,31.6519
SPRP with Scattered Storage,true,25,180,15,2,22,50,800,160.296,800,18.5039
SPRP with Scattered Storage,true,25,180,15,2,23,69,820,60.0735,820,42.3688
SPRP with Scattered Storage,true,25,180,15,2,24,47,850,200.227,850,18.7379
SPRP with Scattered Storage,true,25,180,15,2,25,35,1132,78.3758,1132,18.1881
SPRP with Scattered Storage,true,25,180,15,2,26,64,796,119.286,796,38.1601
SPRP with Scattered Storage,true,25,180,15,2,27,65,758,110.073,758,24.4238
SPRP with Scattered Storage,true,25,180,15,2,28,72,772,691.348,772,167.196
SPRP with Scattered Storage,true,25,180,15,2,29,60,846,290.452,846,47.5289
SPRP with Scattered Storage,true,25,180,15,2,30,60,776,498.571,776,28.361
SPRP with Scattered Storage,true,25,180,15,2,31,45,792,333.344,792,17.148
SPRP with Scattered Storage,true,25,180,15,2,32,54,986,469.003,986,37.9657
SPRP with Scattered Storage,true,25,180,15,2,33,47,888,132.828,888,19.1729
SPRP with Scattered Storage,true,25,180,15,2,34,55,920,308.246,920,19.19
SPRP with Scattered Storage,true,25,180,15,2,35,56,994,127.78,994,23.6703
SPRP with Scattered Storage,true,25,180,15,2,36,53,780,110.186,780,19.1129
SPRP with Scattered Storage,true,25,180,15,2,37,39,1248,170.518,1248,19.1915
SPRP with Scattered Storage,true,25,180,15,2,38,60,864,93.1811,864,55.8214
SPRP with Scattered Storage,true,25,180,15,2,39,52,1030,137.199,1030,22.1023
SPRP with Scattered Storage,true,25,180,15,2,40,62,778,35.8272,778,33.4906
SPRP with Scattered Storage,true,25,180,15,2,41,53,932,72.338,932,20.3302
SPRP with Scattered Storage,true,25,180,15,2,42,68,922,302.779,922,52.9993
SPRP with Scattered Storage,true,25,180,15,2,43,72,822,105.965,822,54.176
SPRP with Scattered Storage,true,25,180,15,2,44,51,888,276.967,888,17.3403
SPRP with Scattered Storage,true,25,180,15,2,45,78,722,202.373,722,44.2747
SPRP with Scattered Storage,true,25,180,15,2,46,52,876,79.0793,876,25.0021
SPRP with Scattered Storage,true,25,180,15,2,47,50,1008,308.763,1008,55.934
SPRP with Scattered Storage,true,25,180,15,2,48,49,802,196.893,802,20.0341
SPRP with Scattered Storage,true,25,180,15,2,49,57,768,232.275,768,53.0569
SPRP with Scattered Storage,true,25,180,30,2,0,123,1064,55.9416,1064,62.8242
SPRP with Scattered Storage,true,25,180,30,2,1,101,1364,66.4497,1364,52.8133
SPRP with Scattered Storage,true,25,180,30,2,2,102,1322,124.403,1322,33.6769
SPRP with Scattered Storage,true,25,180,30,2,3,120,1282,352.835,1282,74.7424
SPRP with Scattered Storage,true,25,180,30,2,4,78,1522,255.502,1522,24.3427
SPRP with Scattered Storage,true,25,180,30,2,5,93,1742,80.8248,1742,38.7482
SPRP with Scattered Storage,true,25,180,30,2,6,83,1518,109.824,1518,27.9174
SPRP with Scattered Storage,true,25,180,30,2,7,116,1338,78.0542,1338,45.7908
SPRP with Scattered Storage,true,25,180,30,2,8,117,1092,55.9916,1092,65.3695
SPRP with Scattered Storage,true,25,180,30,2,9,107,1162,133.615,1162,127.752
SPRP with Scattered Storage,true,25,180,30,2,10,130,940,153.366,940,66.239
SPRP with Scattered Storage,true,25,180,30,2,11,100,1368,94.0159,1368,38.4506
SPRP with Scattered Storage,true,25,180,30,2,12,105,1318,247.986,1318,30.6965
SPRP with Scattered Storage,true,25,180,30,2,13,91,1630,108.145,1630,30.038
SPRP with Scattered Storage,true,25,180,30,2,14,101,1392,191.94,1392,32.7642
SPRP with Scattered Storage,true,25,180,30,2,15,112,1378,39.8317,1378,56.2434
SPRP with Scattered Storage,true,25,180,30,2,16,91,1558,76.389,1558,28.1228
SPRP with Scattered Storage,true,25,180,30,2,17,101,1404,60.4868,1404,29.5506
SPRP with Scattered Storage,true,25,180,30,2,18,100,1482,65.0726,1482,40.2347
SPRP with Scattered Storage,true,25,180,30,2,19,87,1680,241.858,1680,24.6282
SPRP with Scattered Storage,true,25,180,30,2,20,115,1132,75.2599,1132,65.8377
SPRP with Scattered Storage,true,25,180,30,2,21,125,1054,58.8563,1054,43.9322
SPRP with Scattered Storage,true,25,180,30,2,22,108,1166,31.407,1166,37.7241
SPRP with Scattered Storage,true,25,180,30,2,23,122,1266,62.036,1266,47.8103
SPRP with Scattered Storage,true,25,180,30,2,24,123,1180,210.29,1180,88.028
SPRP with Scattered Storage,true,25,180,30,2,25,69,1628,67.7101,1628,31.1992
SPRP with Scattered Storage,true,25,180,30,2,26,122,1140,209.682,1140,46.8811
SPRP with Scattered Storage,true,25,180,30,2,27,117,1142,226.559,1142,54.9003
SPRP with Scattered Storage,true,25,180,30,2,28,119,1200,286.297,1200,81.1313
SPRP with Scattered Storage,true,25,180,30,2,29,120,1140,65.6335,1140,82.0027
SPRP with Scattered Storage,true,25,180,30,2,30,87,1324,88.7097,1324,37.818
SPRP with Scattered Storage,true,25,180,30,2,31,110,1210,112.253,1210,44.6059
SPRP with Scattered Storage,true,25,180,30,2,32,96,1528,89.7902,1528,60.5792
SPRP with Scattered Storage,true,25,180,30,2,33,116,1314,59.4049,1314,65.3819
SPRP with Scattered Storage,true,25,180,30,2,34,128,1520,538.71,1520,88.148
SPRP with Scattered Storage,true,25,180,30,2,35,116,1544,381.802,1544,102.665
SPRP with Scattered Storage,true,25,180,30,2,36,121,1160,124.584,1160,42.7219
SPRP with Scattered Storage,true,25,180,30,2,37,79,1836,168.085,1836,24.8177
SPRP with Scattered Storage,true,25,180,30,2,38,97,1406,125.754,1406,29.5725
SPRP with Scattered Storage,true,25,180,30,2,39,109,1290,198.883,1290,45.3778
SPRP with Scattered Storage,true,25,180,30,2,40,109,1232,119.585,1232,40.506
SPRP with Scattered Storage,true,25,180,30,2,41,113,1332,249.032,1332,101.618
SPRP with Scattered Storage,true,25,180,30,2,42,127,1122,57.8433,1122,50.9401
SPRP with Scattered Storage,true,25,180,30,2,43,130,1304,296.658,1304,118.591
SPRP with Scattered Storage,true,25,180,30,2,44,90,1452,116.296,1452,25.9168
SPRP with Scattered Storage,true,25,180,30,2,45,125,1368,311.365,1368,37.7968
SPRP with Scattered Storage,true,25,180,30,2,46,99,1420,114.65,1420,52.2218
SPRP with Scattered Storage,true,25,180,30,2,47,91,1562,211.851,1562,33.8917
SPRP with Scattered Storage,true,25,180,30,2,48,106,1302,191.519,1302,37.3484
SPRP with Scattered Storage,true,25,180,30,2,49,120,1170,200.816,1170,79.1962
SPRP with Scattered Storage,false,25,30,3,2,0,16,120,127.121,120,632.412
SPRP with Scattered Storage,false,25,30,3,2,1,9,134,881.97,134,73.2118
SPRP with Scattered Storage,false,25,30,3,2,2,17,102,732.485,102,62.2738
SPRP with Scattered Storage,false,25,30,3,2,3,10,120,258.67,120,62.3213
SPRP with Scattered Storage,false,25,30,3,2,4,12,190,355.999,190,66.4105
SPRP with Scattered Storage,false,25,30,3,2,5,8,110,631.847,110,50.8956
SPRP with Scattered Storage,false,25,30,3,2,6,18,120,54.3596,120,55.565
SPRP with Scattered Storage,false,25,30,3,2,7,16,126,252.539,126,140.142
SPRP with Scattered Storage,false,25,30,3,2,8,7,130,88.6853,130,44.5381
SPRP with Scattered Storage,false,25,30,3,2,9,5,156,106.317,156,44.0084
SPRP with Scattered Storage,false,25,30,3,2,10,9,172,144.879,172,48.6623
SPRP with Scattered Storage,false,25,30,3,2,11,14,102,134.209,102,46.6626
SPRP with Scattered Storage,false,25,30,3,2,12,5,230,188.451,230,15.3106
SPRP with Scattered Storage,false,25,30,3,2,13,8,124,450.085,124,32.4279
SPRP with Scattered Storage,false,25,30,3,2,14,17,150,229.906,150,112.556
SPRP with Scattered Storage,false,25,30,3,2,15,3,122,65.9722,122,7.5855
SPRP with Scattered Storage,false,25,30,3,2,16,14,204,355.268,204,59.8741
SPRP with Scattered Storage,false,25,30,3,2,17,10,148,666.279,148,138.878
SPRP with Scattered Storage,false,25,30,3,2,18,18,118,123.847,118,351.65
SPRP with Scattered Storage,false,25,30,3,2,19,11,150,300.608,150,47.661
SPRP with Scattered Storage,false,25,30,3,2,20,4,234,242.539,234,11.7917
SPRP with Scattered Storage,false,25,30,3,2,21,9,72,66.7245,72,54.2266
SPRP with Scattered Storage,false,25,30,3,2,22,4,178,188.23,178,9.5507
SPRP with Scattered Storage,false,25,30,3,2,23,19,90,70.1011,90,69.3647
SPRP with Scattered Storage,false,25,30,3,2,24,4,136,267.008,136,42.1973
SPRP with Scattered Storage,false,25,30,3,2,25,12,104,115.117,104,63.0584
SPRP with Scattered Storage,false,25,30,3,2,26,11,212,348.435,212,121.401
SPRP with Scattered Storage,false,25,30,3,2,27,10,116,122.201,116,80.0353
SPRP with Scattered Storage,false,25,30,3,2,28,17,80,139.274,80,55.7415
SPRP with Scattered Storage,false,25,30,3,2,29,17,112,231.8,112,68.8392
SPRP with Scattered Storage,false,25,30,3,2,30,8,122,256.059,122,54.3095
SPRP with Scattered Storage,false,25,30,3,2,31,7,248,141.88,248,12.1931
SPRP with Scattered Storage,false,25,30,3,2,32,11,136,117.13,136,65.0282
SPRP with Scattered Storage,false,25,30,3,2,33,14,108,458.971,108,194.499
SPRP with Scattered Storage,false,25,30,3,2,34,11,72,96.9897,72,46.7385
SPRP with Scattered Storage,false,25,30,3,2,35,11,92,60.3277,92,61.5875
SPRP with Scattered Storage,false,25,30,3,2,36,5,166,64.2181,166,60.4758
SPRP with Scattered Storage,false,25,30,3,2,37,9,92,236.516,92,84.9101
SPRP with Scattered Storage,false,25,30,3,2,38,5,132,872.191,132,56.679
SPRP with Scattered Storage,false,25,30,3,2,39,11,172,51.6358,172,52.47
SPRP with Scattered Storage,false,25,30,3,2,40,4,188,79.9492,188,10.4773
SPRP with Scattered Storage,false,25,30,3,2,41,15,134,225.12,134,83.7249
SPRP with Scattered Storage,false,25,30,3,2,42,6,142,95.2399,142,84.8634
SPRP with Scattered Storage,false,25,30,3,2,43,12,202,293.591,202,76.9341
SPRP with Scattered Storage,false,25,30,3,2,44,7,186,199.023,186,44.8506
SPRP with Scattered Storage,false,25,30,3,2,45,4,134,118.261,134,45.9375
SPRP with Scattered Storage,false,25,30,3,2,46,5,112,342.337,112,42.7633
SPRP with Scattered Storage,false,25,30,3,2,47,7,180,120.56,180,44.3867
SPRP with Scattered Storage,false,25,30,3,2,48,20,94,380.24,94,86.3661
SPRP with Scattered Storage,false,25,30,3,2,49,10,120,559.198,120,52.8968
SPRP with Scattered Storage,false,25,30,7,2,0,30,196,311.175,196,99.1815
SPRP with Scattered Storage,false,25,30,7,2,1,20,246,122.627,246,105.683
SPRP with Scattered Storage,false,25,30,7,2,2,35,178,426.928,178,138.898
SPRP with Scattered Storage,false,25,30,7,2,3,28,190,338.128,190,278.094
SPRP with Scattered Storage,false,25,30,7,2,4,27,280,346.57,280,72.2476
SPRP with Scattered Storage,false,25,30,7,2,5,22,194,677.077,194,101.371
SPRP with Scattered Storage,false,25,30,7,2,6,30,246,511.331,246,158.971
SPRP with Scattered Storage,false,25,30,7,2,7,23,260,290.844,260,74.7501
SPRP with Scattered Storage,false,25,30,7,2,8,13,234,135.926,234,52.6254
SPRP with Scattered Storage,false,25,30,7,2,9,20,234,771.215,234,123.57
SPRP with Scattered Storage,false,25,30,7,2,10,26,234,192.119,234,79.5427
SPRP with Scattered Storage,false,25,30,7,2,11,25,278,495.478,278,121.78
SPRP with Scattered Storage,false,25,30,7,2,12,16,286,227.255,286,66.2205
SPRP with Scattered Storage,false,25,30,7,2,13,17,196,531.106,196,57.2366
SPRP with Scattered Storage,false,25,30,7,2,14,27,202,375.28,202,54.6639
SPRP with Scattered Storage,false,25,30,7,2,15,23,170,358.714,170,146.095
SPRP with Scattered Storage,false,25,30,7,2,16,36,268,242.791,268,142.041
SPRP with Scattered Storage,false,25,30,7,2,17,16,246,276.398,246,63.4286
SPRP with Scattered Storage,false,25,30,7,2,18,31,214,381.832,214,566.652
SPRP with Scattered Storage,false,25,30,7,2,19,19,226,128.646,226,65.9408
SPRP with Scattered Storage,false,25,30,7,2,20,24,300,190.427,300,119.392
SPRP with Scattered Storage,false,25,30,7,2,21,24,224,519.443,224,739.317
SPRP with Scattered Storage,false,25,30,7,2,22,17,292,173.2,292,50.3641
SPRP with Scattered Storage,false,25,30,7,2,23,36,200,379.8,200,88.3031
SPRP with Scattered Storage,false,25,30,7,2,24,19,272,87.0236,272,49.8392
SPRP with Scattered Storage,false,25,30,7,2,25,21,190,412.256,190,83.75
SPRP with Scattered Storage,false,25,30,7,2,26,25,296,1036.23,296,378.117
SPRP with Scattered Storage,false,25,30,7,2,27,20,192,314.832,192,72.6461
SPRP with Scattered Storage,false,25,30,7,2,28,30,218,425.663,218,98.8285
SPRP with Scattered Storage,false,25,30,7,2,29,34,170,352.124,170,116.098
SPRP with Scattered Storage,false,25,30,7,2,30,20,168,468.275,168,80.1804
SPRP with Scattered Storage,false,25,30,7,2,31,20,298,119.309,298,81.4729
SPRP with Scattered Storage,false,25,30,7,2,32,23,288,596.031,288,81.5249
SPRP with Scattered Storage,false,25,30,7,2,33,20,226,241.462,226,57.9074
SPRP with Scattered Storage,false,25,30,7,2,34,22,140,115.018,140,51.6344
SPRP with Scattered Storage,false,25,30,7,2,35,31,180,120.208,180,119.681
SPRP with Scattered Storage,false,25,30,7,2,36,15,226,167.413,226,63.1425
SPRP with Scattered Storage,false,25,30,7,2,37,27,200,184.732,200,88.7794
SPRP with Scattered Storage,false,25,30,7,2,38,13,242,175.717,242,48.7451
SPRP with Scattered Storage,false,25,30,7,2,39,22,236,271.041,236,60.1542
SPRP with Scattered Storage,false,25,30,7,2,40,16,280,140.157,280,48.0084
SPRP with Scattered Storage,false,25,30,7,2,41,27,186,246.474,186,261.873
SPRP with Scattered Storage,false,25,30,7,2,42,24,232,317.308,232,151.063
SPRP with Scattered Storage,false,25,30,7,2,43,25,250,189.6,250,139.83
SPRP with Scattered Storage,false,25,30,7,2,44,27,230,136.654,230,88.6532
SPRP with Scattered Storage,false,25,30,7,2,45,22,240,194.61,240,59.2693
SPRP with Scattered Storage,false,25,30,7,2,46,13,196,233.599,196,49.6208
SPRP with Scattered Storage,false,25,30,7,2,47,15,270,234.382,270,47.5153
SPRP with Scattered Storage,false,25,30,7,2,48,37,152,774.643,152,119.838
SPRP with Scattered Storage,false,25,30,7,2,49,23,226,174.444,226,67.0657
SPRP with Scattered Storage,false,25,30,15,2,0,57,342,533.876,342,443.355
SPRP with Scattered Storage,false,25,30,15,2,1,53,368,332.86,368,107.765
SPRP with Scattered Storage,false,25,30,15,2,2,59,304,208.41,304,81.3498
SPRP with Scattered Storage,false,25,30,15,2,3,60,312,258.313,312,218.882
SPRP with Scattered Storage,false,25,30,15,2,4,54,352,173.011,352,152.865
SPRP with Scattered Storage,false,25,30,15,2,5,37,336,309.447,336,125.055
SPRP with Scattered Storage,false,25,30,15,2,6,62,374,241.13,374,349.306
SPRP with Scattered Storage,false,25,30,15,2,7,56,328,273.617,328,175.618
SPRP with Scattered Storage,false,25,30,15,2,8,37,386,194.802,386,112.169
SPRP with Scattered Storage,false,25,30,15,2,9,56,312,602.891,312,240.686
SPRP with Scattered Storage,false,25,30,15,2,10,50,332,288.932,332,185.245
SPRP with Scattered Storage,false,25,30,15,2,11,52,336,215.424,336,237.853
SPRP with Scattered Storage,false,25,30,15,2,12,59,366,404.465,366,265.702
SPRP with Scattered Storage,false,25,30,15,2,13,60,264,247.016,264,909.078
SPRP with Scattered Storage,false,25,30,15,2,14,67,278,353.63,278,497.3
SPRP with Scattered Storage,false,25,30,15,2,15,56,288,252.26,288,315.003
SPRP with Scattered Storage,false,25,30,15,2,16,54,346,312.82,346,409.506
SPRP with Scattered Storage,false,25,30,15,2,17,44,410,233.641,410,67.9782
SPRP with Scattered Storage,false,25,30,15,2,18,63,262,887.187,262,1062.24
SPRP with Scattered Storage,false,25,30,15,2,19,45,298,417.258,298,187.044
SPRP with Scattered Storage,false,25,30,15,2,20,48,416,204.1,416,192.601
SPRP with Scattered Storage,false,25,30,15,2,21,63,336,758.582,336,2423.53
SPRP with Scattered Storage,false,25,30,15,2,22,50,446,620.974,446,214.596
SPRP with Scattered Storage,false,25,30,15,2,23,71,326,302.785,326,796.307
SPRP with Scattered Storage,false,25,30,15,2,24,50,326,233.725,326,215.991
SPRP with Scattered Storage,false,25,30,15,2,25,55,340,227.443,340,172.605
SPRP with Scattered Storage,false,25,30,15,2,26,69,406,649.927,406,131.267
SPRP with Scattered Storage,false,25,30,15,2,27,45,354,634.361,354,167.352
SPRP with Scattered Storage,false,25,30,15,2,28,47,334,123.834,334,107.204
SPRP with Scattered Storage,false,25,30,15,2,29,59,270,485.637,270,329.13
SPRP with Scattered Storage,false,25,30,15,2,30,51,340,408.602,340,311.195
SPRP with Scattered Storage,false,25,30,15,2,31,46,358,243.349,358,153.769
SPRP with Scattered Storage,false,25,30,15,2,32,50,394,364.437,394,323.297
SPRP with Scattered Storage,false,25,30,15,2,33,44,282,227.75,282,77.7565
SPRP with Scattered Storage,false,25,30,15,2,34,46,278,252.05,278,242.791
SPRP with Scattered Storage,false,25,30,15,2,35,60,330,528.813,330,94.9779
SPRP with Scattered Storage,false,25,30,15,2,36,42,374,632.028,374,298.153
SPRP with Scattered Storage,false,25,30,15,2,37,63,310,370.729,310,103.971
SPRP with Scattered Storage,false,25,30,15,2,38,27,358,217.049,358,52.4152
SPRP with Scattered Storage,false,25,30,15,2,39,57,370,570.901,370,236.516
SPRP with Scattered Storage,false,25,30,15,2,40,45,458,213.012,458,62.7503
SPRP with Scattered Storage,false,25,30,15,2,41,52,342,271.253,342,289.449
SPRP with Scattered Storage,false,25,30,15,2,42,49,372,720.582,372,316.479
SPRP with Scattered Storage,false,25,30,15,2,43,49,310,385.412,310,324.452
SPRP with Scattered Storage,false,25,30,15,2,44,48,346,368.695,346,107.406
SPRP with Scattered Storage,false,25,30,15,2,45,40,336,277.193,336,79.3873
SPRP with Scattered Storage,false,25,30,15,2,46,36,276,540.071,276,122.675
SPRP with Scattered Storage,false,25,30,15,2,47,34,346,199.585,346,61.5218
SPRP with Scattered Storage,false,25,30,15,2,48,74,338,915.818,338,416.181
SPRP with Scattered Storage,false,25,30,15,2,49,49,378,520.898,378,257.145
SPRP with Scattered Storage,false,25,30,30,2,0,108,442,268.249,442,178.828
SPRP with Scattered Storage,false,25,30,30,2,1,103,480,162.806,480,346.974
SPRP with Scattered Storage,false,25,30,30,2,2,107,458,374.412,458,226.55
SPRP with Scattered Storage,false,25,30,30,2,3,123,414,677.969,414,1426.92
SPRP with Scattered Storage,false,25,30,30,2,4,98,480,423.439,480,652.434
SPRP with Scattered Storage,false,25,30,30,2,5,98,412,453.648,412,520.12
SPRP with Scattered Storage,false,25,30,30,2,6,113,468,554.724,468,315.812
SPRP with Scattered Storage,false,25,30,30,2,7,100,450,173.071,450,292.511
SPRP with Scattered Storage,false,25,30,30,2,8,102,514,490.866,514,810.695
SPRP with Scattered Storage,false,25,30,30,2,9,123,426,1670.73,426,2642.98
SPRP with Scattered Storage,false,25,30,30,2,10,92,440,335.32,440,561.016
SPRP with Scattered Storage,false,25,30,30,2,11,101,458,396.26,458,200.532
SPRP with Scattered Storage,false,25,30,30,2,12,112,464,347.591,464,1006.88
SPRP with Scattered Storage,false,25,30,30,2,13,134,422,1486.46,422,1632.69
SPRP with Scattered Storage,false,25,30,30,2,14,116,464,257.801,464,1346.79
SPRP with Scattered Storage,false,25,30,30,2,15,103,430,804.387,430,425.882
SPRP with Scattered Storage,false,25,30,30,2,16,101,482,769.81,482,453.52
SPRP with Scattered Storage,false,25,30,30,2,17,99,518,257.327,518,209.768
SPRP with Scattered Storage,false,25,30,30,2,18,127,384,680.664,384,665.94
SPRP with Scattered Storage,false,25,30,30,2,19,81,530,996.417,530,576.438
SPRP with Scattered Storage,false,25,30,30,2,20,96,476,619.734,476,537.849
SPRP with Scattered Storage,false,25,30,30,2,21,121,420,1170.76,420,1213
SPRP with Scattered Storage,false,25,30,30,2,22,103,534,1330.13,534,464.558
SPRP with Scattered Storage,false,25,30,30,2,23,121,452,353.056,452,462.993
SPRP with Scattered Storage,false,25,30,30,2,24,102,492,1408.74,492,2770.10
SPRP with Scattered Storage,false,25,30,30,2,25,98,486,541.926,486,551.239
SPRP with Scattered Storage,false,25,30,30,2,26,115,534,475.103,534,488.289
