problem type,unit demand,num aisles,num cells,num articles,alpha,random seed,num pick positions,GS MIP cost,GS MIP time cplex [ms],Netw MIP cost,Netw MIP time cplex [ms]
SPRP with Scattered Storage,true,5,30,3,1,0,3,74,4.4292,74,1.0142
SPRP with Scattered Storage,true,5,30,3,1,1,3,72,2.964,72,0.939
SPRP with Scattered Storage,true,5,30,3,1,2,3,78,5.586,78,0.7934
SPRP with Scattered Storage,true,5,30,3,1,3,3,70,7.4155,70,0.6054
SPRP with Scattered Storage,true,5,30,3,1,4,3,86,15.0052,86,0.7716
SPRP with Scattered Storage,true,5,30,3,1,5,3,80,2.9757,80,1.0851
SPRP with Scattered Storage,true,5,30,3,1,6,3,92,14.7751,92,1.0755
SPRP with Scattered Storage,true,5,30,3,1,7,3,86,5.988,86,0.6989
SPRP with Scattered Storage,true,5,30,3,1,8,3,76,7.5709,76,0.6831
SPRP with Scattered Storage,true,5,30,3,1,9,3,96,12.5687,96,0.8737
SPRP with Scattered Storage,true,5,30,3,1,10,3,44,2.8958,44,0.5317
SPRP with Scattered Storage,true,5,30,3,1,11,3,86,9.1051,86,0.8178
SPRP with Scattered Storage,true,5,30,3,1,12,3,80,8.9764,80,0.8323
SPRP with Scattered Storage,true,5,30,3,1,13,3,86,7.8921,86,1.1979
SPRP with Scattered Storage,true,5,30,3,1,14,3,62,4.518,62,0.767
SPRP with Scattered Storage,true,5,30,3,1,15,3,74,3.5698,74,0.6753
SPRP with Scattered Storage,true,5,30,3,1,16,3,80,3.5857,80,0.6826
SPRP with Scattered Storage,true,5,30,3,1,17,3,86,4.1537,86,0.639
SPRP with Scattered Storage,true,5,30,3,1,18,3,74,3.7868,74,0.6664
SPRP with Scattered Storage,true,5,30,3,1,19,3,90,26.4521,90,1.1902
SPRP with Scattered Storage,true,5,30,3,1,20,3,96,5.1605,96,0.893
SPRP with Scattered Storage,true,5,30,3,1,21,3,68,3.1935,68,0.551
SPRP with Scattered Storage,true,5,30,3,1,22,3,46,3.1199,46,0.7382
SPRP with Scattered Storage,true,5,30,3,1,23,3,78,4.9053,78,0.8906
SPRP with Scattered Storage,true,5,30,3,1,24,3,62,2.8213,62,0.7762
SPRP with Scattered Storage,true,5,30,3,1,25,3,54,2.5472,54,0.7446
SPRP with Scattered Storage,true,5,30,3,1,26,3,74,3.8559,74,0.6542
SPRP with Scattered Storage,true,5,30,3,1,27,3,98,11.2909,98,0.951
SPRP with Scattered Storage,true,5,30,3,1,28,3,82,8.3551,82,0.846
SPRP with Scattered Storage,true,5,30,3,1,29,3,80,4.4875,80,0.8173
SPRP with Scattered Storage,true,5,30,3,1,30,3,68,2.8652,68,0.5409
SPRP with Scattered Storage,true,5,30,3,1,31,3,74,6.6784,74,0.6335
SPRP with Scattered Storage,true,5,30,3,1,32,3,80,4.3636,80,0.6103
SPRP with Scattered Storage,true,5,30,3,1,33,3,84,4.9945,84,0.9355
SPRP with Scattered Storage,true,5,30,3,1,34,3,68,2.6071,68,0.4097
SPRP with Scattered Storage,true,5,30,3,1,35,3,100,9.7259,100,0.8894
SPRP with Scattered Storage,true,5,30,3,1,36,3,56,1.8147,56,0.6102
SPRP with Scattered Storage,true,5,30,3,1,37,3,92,6.1954,92,0.6835
SPRP with Scattered Storage,true,5,30,3,1,38,3,100,11.6583,100,0.9831
SPRP with Scattered Storage,true,5,30,3,1,39,3,96,13.0698,96,0.9063
SPRP with Scattered Storage,true,5,30,3,1,40,3,82,4.3449,82,0.6974
SPRP with Scattered Storage,true,5,30,3,1,41,3,70,19.2559,70,1.9806
SPRP with Scattered Storage,true,5,30,3,1,42,3,102,9.5617,102,0.6649
SPRP with Scattered Storage,true,5,30,3,1,43,3,48,3.1346,48,0.7066
SPRP with Scattered Storage,true,5,30,3,1,44,3,102,7.3724,102,0.9835
SPRP with Scattered Storage,true,5,30,3,1,45,3,86,20.4583,86,2.4358
SPRP with Scattered Storage,true,5,30,3,1,46,3,94,15.621,94,0.8789
SPRP with Scattered Storage,true,5,30,3,1,47,3,98,6.3318,98,0.7881
SPRP with Scattered Storage,true,5,30,3,1,48,3,56,2.0929,56,0.754
SPRP with Scattered Storage,true,5,30,3,1,49,3,90,15.4773,90,0.8695
SPRP with Scattered Storage,true,5,30,7,1,0,7,116,4.1965,116,1.0239
SPRP with Scattered Storage,true,5,30,7,1,1,7,116,2.5672,116,0.8583
SPRP with Scattered Storage,true,5,30,7,1,2,7,114,4.8704,114,1.3204
SPRP with Scattered Storage,true,5,30,7,1,3,7,114,7.9721,114,0.9316
SPRP with Scattered Storage,true,5,30,7,1,4,7,108,6.3048,108,0.8433
SPRP with Scattered Storage,true,5,30,7,1,5,7,112,5.6489,112,1.0301
SPRP with Scattered Storage,true,5,30,7,1,6,7,116,10.6941,116,1.0537
SPRP with Scattered Storage,true,5,30,7,1,7,7,138,5.0777,138,0.8989
SPRP with Scattered Storage,true,5,30,7,1,8,7,90,3.344,90,0.8011
SPRP with Scattered Storage,true,5,30,7,1,9,7,114,5.0023,114,0.9026
SPRP with Scattered Storage,true,5,30,7,1,10,7,86,2.1547,86,0.5804
SPRP with Scattered Storage,true,5,30,7,1,11,7,120,4.9671,120,0.9454
SPRP with Scattered Storage,true,5,30,7,1,12,7,94,4.8512,94,1.3409
SPRP with Scattered Storage,true,5,30,7,1,13,7,106,9.8675,106,2.4136
SPRP with Scattered Storage,true,5,30,7,1,14,7,124,11.9108,124,0.9577
SPRP with Scattered Storage,true,5,30,7,1,15,7,130,3.6016,130,0.9015
SPRP with Scattered Storage,true,5,30,7,1,16,7,114,4.6122,114,0.8997
SPRP with Scattered Storage,true,5,30,7,1,17,7,106,8.8893,106,0.9974
SPRP with Scattered Storage,true,5,30,7,1,18,7,118,4.6211,118,0.9158
SPRP with Scattered Storage,true,5,30,7,1,19,7,134,5.2652,134,1.0075
SPRP with Scattered Storage,true,5,30,7,1,20,7,136,3.1977,136,0.9667
SPRP with Scattered Storage,true,5,30,7,1,21,7,88,3.1011,88,0.6434
SPRP with Scattered Storage,true,5,30,7,1,22,7,108,3.8351,108,0.9061
SPRP with Scattered Storage,true,5,30,7,1,23,7,130,7.7716,130,0.9812
SPRP with Scattered Storage,true,5,30,7,1,24,7,102,5.0443,102,0.7322
SPRP with Scattered Storage,true,5,30,7,1,25,7,118,6.3565,118,1.0085
SPRP with Scattered Storage,true,5,30,7,1,26,7,94,7.7916,94,1.0471
SPRP with Scattered Storage,true,5,30,7,1,27,7,132,16.0795,132,1.1508
SPRP with Scattered Storage,true,5,30,7,1,28,7,106,11.0787,106,0.9102
SPRP with Scattered Storage,true,5,30,7,1,29,7,110,3.9112,110,0.8965
SPRP with Scattered Storage,true,5,30,7,1,30,7,100,3.5481,100,1.0052
SPRP with Scattered Storage,true,5,30,7,1,31,7,92,4.1792,92,0.8661
SPRP with Scattered Storage,true,5,30,7,1,32,7,128,5.2823,128,0.9674
SPRP with Scattered Storage,true,5,30,7,1,33,7,112,5.8512,112,1.0536
SPRP with Scattered Storage,true,5,30,7,1,34,7,108,10.1544,108,0.8469
SPRP with Scattered Storage,true,5,30,7,1,35,7,136,9.0478,136,1.0285
SPRP with Scattered Storage,true,5,30,7,1,36,7,118,3.6219,118,0.8636
SPRP with Scattered Storage,true,5,30,7,1,37,7,114,4.4396,114,1.0324
SPRP with Scattered Storage,true,5,30,7,1,38,7,104,4.8824,104,0.8814
SPRP with Scattered Storage,true,5,30,7,1,39,7,108,4.4893,108,1.0178
SPRP with Scattered Storage,true,5,30,7,1,40,7,118,5.985,118,0.9115
SPRP with Scattered Storage,true,5,30,7,1,41,7,86,5.395,86,0.9716
SPRP with Scattered Storage,true,5,30,7,1,42,7,126,5.0615,126,0.9185
SPRP with Scattered Storage,true,5,30,7,1,43,7,106,2.9925,106,0.7493
SPRP with Scattered Storage,true,5,30,7,1,44,7,130,10.3285,130,0.9567
SPRP with Scattered Storage,true,5,30,7,1,45,7,114,6.3,114,0.9626
SPRP with Scattered Storage,true,5,30,7,1,46,7,112,4.0588,112,0.8792
SPRP with Scattered Storage,true,5,30,7,1,47,7,150,9.5817,150,1.1066
SPRP with Scattered Storage,true,5,30,7,1,48,7,96,4.8124,96,0.8474
SPRP with Scattered Storage,true,5,30,7,1,49,7,98,4.7659,98,0.8543
SPRP with Scattered Storage,true,5,30,15,1,0,15,164,6.3577,164,1.134
SPRP with Scattered Storage,true,5,30,15,1,1,15,164,4.2145,164,1.0205
SPRP with Scattered Storage,true,5,30,15,1,2,15,140,4.621,140,1.1238
SPRP with Scattered Storage,true,5,30,15,1,3,15,162,6.7342,162,1.0697
SPRP with Scattered Storage,true,5,30,15,1,4,15,154,6.5703,154,1.0246
SPRP with Scattered Storage,true,5,30,15,1,5,15,150,5.6779,150,1.0434
SPRP with Scattered Storage,true,5,30,15,1,6,15,160,6.1818,160,0.9724
SPRP with Scattered Storage,true,5,30,15,1,7,15,148,4.7803,148,1.1809
SPRP with Scattered Storage,true,5,30,15,1,8,15,150,16.8814,150,1.02
SPRP with Scattered Storage,true,5,30,15,1,9,15,172,7.9622,172,1.1152
SPRP with Scattered Storage,true,5,30,15,1,10,15,144,9.3318,144,1.0688
SPRP with Scattered Storage,true,5,30,15,1,11,15,178,3.2523,178,1.0363
SPRP with Scattered Storage,true,5,30,15,1,12,15,138,9.1091,138,1.0945
SPRP with Scattered Storage,true,5,30,15,1,13,15,154,5.7415,154,1.0278
SPRP with Scattered Storage,true,5,30,15,1,14,15,148,4.7771,148,1.09
SPRP with Scattered Storage,true,5,30,15,1,15,15,174,8.1083,174,1.0241
SPRP with Scattered Storage,true,5,30,15,1,16,15,142,5.9999,142,1.0424
SPRP with Scattered Storage,true,5,30,15,1,17,15,164,6.8158,164,1.0261
SPRP with Scattered Storage,true,5,30,15,1,18,15,170,4.1555,170,1.0448
SPRP with Scattered Storage,true,5,30,15,1,19,15,176,3.5107,176,1.0441
SPRP with Scattered Storage,true,5,30,15,1,20,15,168,3.9719,168,0.9892
SPRP with Scattered Storage,true,5,30,15,1,21,15,158,4.243,158,2.8781
SPRP with Scattered Storage,true,5,30,15,1,22,15,142,9.4907,142,0.9927
SPRP with Scattered Storage,true,5,30,15,1,23,15,164,3.7596,164,0.9887
SPRP with Scattered Storage,true,5,30,15,1,24,15,118,7.6974,118,2.2186
SPRP with Scattered Storage,true,5,30,15,1,25,15,160,11.0945,160,0.9929
SPRP with Scattered Storage,true,5,30,15,1,26,15,168,3.8464,168,1.024
SPRP with Scattered Storage,true,5,30,15,1,27,15,150,4.6844,150,1.1135
SPRP with Scattered Storage,true,5,30,15,1,28,15,142,5.8357,142,1.1153
SPRP with Scattered Storage,true,5,30,15,1,29,15,156,7.2276,156,0.9791
SPRP with Scattered Storage,true,5,30,15,1,30,15,142,4.5284,142,0.8537
SPRP with Scattered Storage,true,5,30,15,1,31,15,146,5.2817,146,1.0097
SPRP with Scattered Storage,true,5,30,15,1,32,15,148,7.0102,148,0.9645
SPRP with Scattered Storage,true,5,30,15,1,33,15,150,10.9176,150,1.042
SPRP with Scattered Storage,true,5,30,15,1,34,15,164,4.8699,164,1.0723
SPRP with Scattered Storage,true,5,30,15,1,35,15,168,5.2162,168,1.0011
SPRP with Scattered Storage,true,5,30,15,1,36,15,162,7.7915,162,0.9727
SPRP with Scattered Storage,true,5,30,15,1,37,15,138,4.179,138,1.2425
SPRP with Scattered Storage,true,5,30,15,1,38,15,136,3.8816,136,1.0583
SPRP with Scattered Storage,true,5,30,15,1,39,15,150,5.8137,150,1.0666
SPRP with Scattered Storage,true,5,30,15,1,40,15,132,7.5698,132,0.9005
SPRP with Scattered Storage,true,5,30,15,1,41,15,128,7.7752,128,0.862
SPRP with Scattered Storage,true,5,30,15,1,42,15,142,4.0869,142,0.8228
SPRP with Scattered Storage,true,5,30,15,1,43,15,118,5.9131,118,0.9731
SPRP with Scattered Storage,true,5,30,15,1,44,15,160,8.2943,160,1.044
SPRP with Scattered Storage,true,5,30,15,1,45,15,138,8.6298,138,0.9607
SPRP with Scattered Storage,true,5,30,15,1,46,15,132,3.9089,132,0.9036
SPRP with Scattered Storage,true,5,30,15,1,47,15,172,4.8271,172,1.0198
SPRP with Scattered Storage,true,5,30,15,1,48,15,172,7.1215,172,1.0236
SPRP with Scattered Storage,true,5,30,15,1,49,15,114,5.0113,114,1.0644
SPRP with Scattered Storage,true,5,30,30,1,0,30,186,17.7745,186,1.1486
SPRP with Scattered Storage,true,5,30,30,1,1,30,174,4.8594,174,1.0884
SPRP with Scattered Storage,true,5,30,30,1,2,30,176,6.0878,176,1.0114
SPRP with Scattered Storage,true,5,30,30,1,3,30,176,4.1354,176,1.0097
SPRP with Scattered Storage,true,5,30,30,1,4,30,182,6.2534,182,1.1415
SPRP with Scattered Storage,true,5,30,30,1,5,30,180,8.9242,180,1.0736
SPRP with Scattered Storage,true,5,30,30,1,6,30,182,5.7006,182,3.0967
SPRP with Scattered Storage,true,5,30,30,1,7,30,150,5.3041,150,1.0494
SPRP with Scattered Storage,true,5,30,30,1,8,30,178,6.4011,178,1.068
SPRP with Scattered Storage,true,5,30,30,1,9,30,176,4.2581,176,1.0122
SPRP with Scattered Storage,true,5,30,30,1,10,30,182,5.5838,182,1.1108
SPRP with Scattered Storage,true,5,30,30,1,11,30,184,8.6841,184,1.0746
SPRP with Scattered Storage,true,5,30,30,1,12,30,176,4.7677,176,1.1145
SPRP with Scattered Storage,true,5,30,30,1,13,30,176,5.1712,176,1.0369
SPRP with Scattered Storage,true,5,30,30,1,14,30,176,4.9721,176,2.2608
SPRP with Scattered Storage,true,5,30,30,1,15,30,186,9.5793,186,1.12
SPRP with Scattered Storage,true,5,30,30,1,16,30,178,5.0771,178,1.0981
SPRP with Scattered Storage,true,5,30,30,1,17,30,178,7.8796,178,1.0897
SPRP with Scattered Storage,true,5,30,30,1,18,30,184,5.7763,184,1.092
SPRP with Scattered Storage,true,5,30,30,1,19,30,182,5.9742,182,1.0591
SPRP with Scattered Storage,true,5,30,30,1,20,30,186,10.4678,186,1.2043
SPRP with Scattered Storage,true,5,30,30,1,21,30,180,6.1741,180,1.0418
SPRP with Scattered Storage,true,5,30,30,1,22,30,186,5.5436,186,1.0459
SPRP with Scattered Storage,true,5,30,30,1,23,30,166,5.2241,166,1.1358
SPRP with Scattered Storage,true,5,30,30,1,24,30,150,4.7049,150,0.9862
SPRP with Scattered Storage,true,5,30,30,1,25,30,176,5.1722,176,0.9793
SPRP with Scattered Storage,true,5,30,30,1,26,30,168,4.8699,168,1.2323
SPRP with Scattered Storage,true,5,30,30,1,27,30,176,4.0718,176,1.1831
SPRP with Scattered Storage,true,5,30,30,1,28,30,176,12.2215,176,2.619
SPRP with Scattered Storage,true,5,30,30,1,29,30,172,7.9988,172,2.8847
SPRP with Scattered Storage,true,5,30,30,1,30,30,184,5.6082,184,0.9854
SPRP with Scattered Storage,true,5,30,30,1,31,30,174,5.4659,174,1.1551
SPRP with Scattered Storage,true,5,30,30,1,32,30,186,8.8641,186,0.9896
SPRP with Scattered Storage,true,5,30,30,1,33,30,176,4.7636,176,0.9919
SPRP with Scattered Storage,true,5,30,30,1,34,30,178,4.906,178,1.1079
SPRP with Scattered Storage,true,5,30,30,1,35,30,176,5.3355,176,1.0215
SPRP with Scattered Storage,true,5,30,30,1,36,30,190,10.7466,190,1.0579
SPRP with Scattered Storage,true,5,30,30,1,37,30,182,6.0827,182,1.1351
SPRP with Scattered Storage,true,5,30,30,1,38,30,186,5.3979,186,1.0418
SPRP with Scattered Storage,true,5,30,30,1,39,30,170,7.5978,170,1.1068
SPRP with Scattered Storage,true,5,30,30,1,40,30,166,4.4377,166,1.0334
SPRP with Scattered Storage,true,5,30,30,1,41,30,170,6.7961,170,0.9969
SPRP with Scattered Storage,true,5,30,30,1,42,30,174,3.4997,174,1.0031
SPRP with Scattered Storage,true,5,30,30,1,43,30,160,4.9739,160,1.0598
SPRP with Scattered Storage,true,5,30,30,1,44,30,176,4.2251,176,1.0281
SPRP with Scattered Storage,true,5,30,30,1,45,30,170,4.6918,170,1.017
SPRP with Scattered Storage,true,5,30,30,1,46,30,176,3.5889,176,1.0155
SPRP with Scattered Storage,true,5,30,30,1,47,30,182,6.2086,182,1.0496
SPRP with Scattered Storage,true,5,30,30,1,48,30,186,8.5284,186,1.0803
SPRP with Scattered Storage,true,5,30,30,1,49,30,182,7.0959,182,0.9745
SPRP with Scattered Storage,true,5,60,3,1,0,3,140,2.2474,140,0.71
SPRP with Scattered Storage,true,5,60,3,1,1,3,166,9.8706,166,0.7422
SPRP with Scattered Storage,true,5,60,3,1,2,3,146,8.6082,146,0.6641
SPRP with Scattered Storage,true,5,60,3,1,3,3,146,11.6832,146,0.7836
SPRP with Scattered Storage,true,5,60,3,1,4,3,182,7.5409,182,1.0496
SPRP with Scattered Storage,true,5,60,3,1,5,3,134,3.227,134,0.5176
SPRP with Scattered Storage,true,5,60,3,1,6,3,146,3.2228,146,0.7451
SPRP with Scattered Storage,true,5,60,3,1,7,3,146,9.424,146,0.7458
SPRP with Scattered Storage,true,5,60,3,1,8,3,66,2.2041,66,0.6553
SPRP with Scattered Storage,true,5,60,3,1,9,3,62,1.8702,62,0.7125
SPRP with Scattered Storage,true,5,60,3,1,10,3,140,4.6381,140,0.7164
SPRP with Scattered Storage,true,5,60,3,1,11,3,148,6.9133,148,0.631
SPRP with Scattered Storage,true,5,60,3,1,12,3,140,4.9094,140,2.0164
SPRP with Scattered Storage,true,5,60,3,1,13,3,146,5.1713,146,0.5524
SPRP with Scattered Storage,true,5,60,3,1,14,3,134,11.164,134,0.8065
SPRP with Scattered Storage,true,5,60,3,1,15,3,140,4.2567,140,0.6357
SPRP with Scattered Storage,true,5,60,3,1,16,3,92,9.6344,92,0.626
SPRP with Scattered Storage,true,5,60,3,1,17,3,90,3.5751,90,0.7469
SPRP with Scattered Storage,true,5,60,3,1,18,3,146,8.9315,146,0.7596
SPRP with Scattered Storage,true,5,60,3,1,19,3,156,8.4755,156,0.9761
SPRP with Scattered Storage,true,5,60,3,1,20,3,136,3.2666,136,0.8078
SPRP with Scattered Storage,true,5,60,3,1,21,3,186,8.8564,186,0.7166
SPRP with Scattered Storage,true,5,60,3,1,22,3,140,13.6573,140,0.6923
SPRP with Scattered Storage,true,5,60,3,1,23,3,134,3.9771,134,0.5786
SPRP with Scattered Storage,true,5,60,3,1,24,3,140,4.6139,140,0.5279
SPRP with Scattered Storage,true,5,60,3,1,25,3,146,3.7187,146,0.7107
SPRP with Scattered Storage,true,5,60,3,1,26,3,128,2.017,128,0.3878
SPRP with Scattered Storage,true,5,60,3,1,27,3,162,10.7203,162,0.7669
SPRP with Scattered Storage,true,5,60,3,1,28,3,146,5.607,146,0.6405
SPRP with Scattered Storage,true,5,60,3,1,29,3,158,8.4418,158,0.7212
SPRP with Scattered Storage,true,5,60,3,1,30,3,166,17.6626,166,0.8758
SPRP with Scattered Storage,true,5,60,3,1,31,3,162,3.9212,162,0.7385
SPRP with Scattered Storage,true,5,60,3,1,32,3,134,5.1902,134,0.6851
SPRP with Scattered Storage,true,5,60,3,1,33,3,148,7.3462,148,0.7356
SPRP with Scattered Storage,true,5,60,3,1,34,3,156,5.8048,156,0.7128
SPRP with Scattered Storage,true,5,60,3,1,35,3,150,7.5017,150,0.7982
SPRP with Scattered Storage,true,5,60,3,1,36,3,154,6.2047,154,0.7312
SPRP with Scattered Storage,true,5,60,3,1,37,3,62,2.0307,62,0.7799
SPRP with Scattered Storage,true,5,60,3,1,38,3,148,5.4505,148,0.6959
SPRP with Scattered Storage,true,5,60,3,1,39,3,88,1.99,88,0.5961
SPRP with Scattered Storage,true,5,60,3,1,40,3,140,11.6507,140,0.7865
SPRP with Scattered Storage,true,5,60,3,1,41,3,134,3.3881,134,0.7712
SPRP with Scattered Storage,true,5,60,3,1,42,3,140,3.7437,140,0.7869
SPRP with Scattered Storage,true,5,60,3,1,43,3,146,4.5259,146,0.8101
SPRP with Scattered Storage,true,5,60,3,1,44,3,134,7.6482,134,0.5702
SPRP with Scattered Storage,true,5,60,3,1,45,3,134,6.5684,134,0.4382
SPRP with Scattered Storage,true,5,60,3,1,46,3,114,2.8325,114,0.5261
SPRP with Scattered Storage,true,5,60,3,1,47,3,128,2.3261,128,0.6262
SPRP with Scattered Storage,true,5,60,3,1,48,3,146,5.1548,146,2.2769
SPRP with Scattered Storage,true,5,60,3,1,49,3,180,2.6616,180,0.7066
SPRP with Scattered Storage,true,5,60,7,1,0,7,204,14.2425,204,2.1083
SPRP with Scattered Storage,true,5,60,7,1,1,7,208,7.33,208,0.8456
SPRP with Scattered Storage,true,5,60,7,1,2,7,178,9.9034,178,0.8873
SPRP with Scattered Storage,true,5,60,7,1,3,7,200,5.3998,200,0.9817
SPRP with Scattered Storage,true,5,60,7,1,4,7,244,8.824,244,1.0058
SPRP with Scattered Storage,true,5,60,7,1,5,7,238,11.3538,238,0.8997
SPRP with Scattered Storage,true,5,60,7,1,6,7,210,3.6732,210,0.9657
SPRP with Scattered Storage,true,5,60,7,1,7,7,206,9.3888,206,0.9325
SPRP with Scattered Storage,true,5,60,7,1,8,7,110,1.9598,110,0.6186
SPRP with Scattered Storage,true,5,60,7,1,9,7,178,10.7166,178,1.0024
SPRP with Scattered Storage,true,5,60,7,1,10,7,152,9.1826,152,0.8695
SPRP with Scattered Storage,true,5,60,7,1,11,7,150,3.6016,150,0.6673
SPRP with Scattered Storage,true,5,60,7,1,12,7,240,4.0327,240,0.9254
SPRP with Scattered Storage,true,5,60,7,1,13,7,222,19.2012,222,2.8766
SPRP with Scattered Storage,true,5,60,7,1,14,7,190,8.9485,190,1.0009
SPRP with Scattered Storage,true,5,60,7,1,15,7,224,3.9126,224,0.8141
SPRP with Scattered Storage,true,5,60,7,1,16,7,186,5.9783,186,0.988
SPRP with Scattered Storage,true,5,60,7,1,17,7,206,6.1162,206,0.9652
SPRP with Scattered Storage,true,5,60,7,1,18,7,178,5.601,178,0.7885
SPRP with Scattered Storage,true,5,60,7,1,19,7,208,4.7166,208,0.9792
SPRP with Scattered Storage,true,5,60,7,1,20,7,214,8.8121,214,0.9953
SPRP with Scattered Storage,true,5,60,7,1,21,7,196,9.1398,196,0.9115
SPRP with Scattered Storage,true,5,60,7,1,22,7,164,3.1484,164,0.8638
SPRP with Scattered Storage,true,5,60,7,1,23,7,178,3.4223,178,0.6689
SPRP with Scattered Storage,true,5,60,7,1,24,7,176,8.6489,176,1.5813
SPRP with Scattered Storage,true,5,60,7,1,25,7,176,3.4874,176,0.7535
SPRP with Scattered Storage,true,5,60,7,1,26,7,204,7.4269,204,1.0051
SPRP with Scattered Storage,true,5,60,7,1,27,7,184,9.4209,184,0.9064
SPRP with Scattered Storage,true,5,60,7,1,28,7,184,3.9655,184,0.8268
SPRP with Scattered Storage,true,5,60,7,1,29,7,214,5.2966,214,0.8587
SPRP with Scattered Storage,true,5,60,7,1,30,7,216,12.5876,216,1.0618
SPRP with Scattered Storage,true,5,60,7,1,31,7,250,6.1589,250,1.0683
SPRP with Scattered Storage,true,5,60,7,1,32,7,156,3.1045,156,0.7928
SPRP with Scattered Storage,true,5,60,7,1,33,7,208,1.969,208,0.8458
SPRP with Scattered Storage,true,5,60,7,1,34,7,282,6.7735,282,0.991
SPRP with Scattered Storage,true,5,60,7,1,35,7,176,2.8532,176,0.7167
SPRP with Scattered Storage,true,5,60,7,1,36,7,228,9.6647,228,1.0386
SPRP with Scattered Storage,true,5,60,7,1,37,7,192,22.045,192,1.1965
SPRP with Scattered Storage,true,5,60,7,1,38,7,200,5.8393,200,1.0411
SPRP with Scattered Storage,true,5,60,7,1,39,7,150,7.5332,150,0.7431
SPRP with Scattered Storage,true,5,60,7,1,40,7,180,13.3032,180,1.0028
SPRP with Scattered Storage,true,5,60,7,1,41,7,182,9.8976,182,0.8635
SPRP with Scattered Storage,true,5,60,7,1,42,7,160,6.0593,160,0.8208
SPRP with Scattered Storage,true,5,60,7,1,43,7,188,3.7689,188,1.0805
SPRP with Scattered Storage,true,5,60,7,1,44,7,200,9.9052,200,1.1313
SPRP with Scattered Storage,true,5,60,7,1,45,7,172,11.0461,172,0.7675
SPRP with Scattered Storage,true,5,60,7,1,46,7,152,2.857,152,0.7798
SPRP with Scattered Storage,true,5,60,7,1,47,7,208,7.575,208,0.9132
SPRP with Scattered Storage,true,5,60,7,1,48,7,170,3.5663,170,0.6548
SPRP with Scattered Storage,true,5,60,7,1,49,7,202,5.6793,202,0.8947
SPRP with Scattered Storage,true,5,60,15,1,0,15,284,6.5626,284,1.0096
SPRP with Scattered Storage,true,5,60,15,1,1,15,316,3.4292,316,1.1206
SPRP with Scattered Storage,true,5,60,15,1,2,15,212,6.7479,212,1.0739
SPRP with Scattered Storage,true,5,60,15,1,3,15,306,8.9302,306,1.0778
SPRP with Scattered Storage,true,5,60,15,1,4,15,284,6.2411,284,0.9909
SPRP with Scattered Storage,true,5,60,15,1,5,15,298,4.2477,298,1.0871
SPRP with Scattered Storage,true,5,60,15,1,6,15,218,4.7002,218,0.9651
SPRP with Scattered Storage,true,5,60,15,1,7,15,264,4.9284,264,1.1133
SPRP with Scattered Storage,true,5,60,15,1,8,15,254,2.8548,254,1.0478
SPRP with Scattered Storage,true,5,60,15,1,9,15,248,3.7668,248,0.9585
SPRP with Scattered Storage,true,5,60,15,1,10,15,228,4.6394,228,0.9299
SPRP with Scattered Storage,true,5,60,15,1,11,15,248,3.9508,248,1.0313
SPRP with Scattered Storage,true,5,60,15,1,12,15,320,4.8782,320,1.1129
SPRP with Scattered Storage,true,5,60,15,1,13,15,270,6.4285,270,1.1113
SPRP with Scattered Storage,true,5,60,15,1,14,15,262,5.1564,262,1.0221
SPRP with Scattered Storage,true,5,60,15,1,15,15,260,2.8063,260,1.045
SPRP with Scattered Storage,true,5,60,15,1,16,15,280,5.2513,280,1.0735
SPRP with Scattered Storage,true,5,60,15,1,17,15,230,6.1271,230,1.0027
SPRP with Scattered Storage,true,5,60,15,1,18,15,268,3.9743,268,0.9682
SPRP with Scattered Storage,true,5,60,15,1,19,15,248,13.2194,248,2.9581
SPRP with Scattered Storage,true,5,60,15,1,20,15,276,5.5032,276,1.0154
SPRP with Scattered Storage,true,5,60,15,1,21,15,306,9.3229,306,1.095
SPRP with Scattered Storage,true,5,60,15,1,22,15,252,5.1547,252,1.0335
SPRP with Scattered Storage,true,5,60,15,1,23,15,292,5.4346,292,1.0392
SPRP with Scattered Storage,true,5,60,15,1,24,15,270,11.8149,270,1.1718
SPRP with Scattered Storage,true,5,60,15,1,25,15,272,4.6153,272,1.1033
SPRP with Scattered Storage,true,5,60,15,1,26,15,254,8.5288,254,1.0606
SPRP with Scattered Storage,true,5,60,15,1,27,15,258,22.6161,258,3.0809
SPRP with Scattered Storage,true,5,60,15,1,28,15,312,16.5072,312,2.9525
SPRP with Scattered Storage,true,5,60,15,1,29,15,276,5.2415,276,1.0285
SPRP with Scattered Storage,true,5,60,15,1,30,15,276,7.0119,276,1.166
SPRP with Scattered Storage,true,5,60,15,1,31,15,292,7.4955,292,1.0513
SPRP with Scattered Storage,true,5,60,15,1,32,15,260,4.2398,260,1.0305
SPRP with Scattered Storage,true,5,60,15,1,33,15,252,6.148,252,0.8739
SPRP with Scattered Storage,true,5,60,15,1,34,15,318,4.4308,318,1.0448
SPRP with Scattered Storage,true,5,60,15,1,35,15,272,4.2217,272,1.0326
SPRP with Scattered Storage,true,5,60,15,1,36,15,306,7.984,306,1.0205
SPRP with Scattered Storage,true,5,60,15,1,37,15,258,6.9969,258,1.1255
SPRP with Scattered Storage,true,5,60,15,1,38,15,294,4.4933,294,1.0554
SPRP with Scattered Storage,true,5,60,15,1,39,15,254,8.4002,254,1.1308
