filename,num_aisles,num_cells,alpha,articles,seed,objective,DP time [ms],NF time [ms],TSP time [ms]
unit_F1_m50_C30_a30_9.txt,50,30,1,30,9,576,4.334,56.4514,31.88
unit_F1_m50_C30_a30_10.txt,50,30,1,30,10,568,4.122,57.8689,17.81
unit_F1_m50_C30_a30_11.txt,50,30,1,30,11,556,4.1416,51.2302,15.47
unit_F1_m50_C30_a30_12.txt,50,30,1,30,12,566,4.3148,52.0287,43.91
unit_F1_m50_C30_a30_13.txt,50,30,1,30,13,580,4.1901,57.9371,33.91
unit_F1_m50_C30_a30_14.txt,50,30,1,30,14,568,4.2434,50.3013,36.72
unit_F1_m50_C30_a30_15.txt,50,30,1,30,15,574,4.1327,51.8202,30.78
unit_F1_m50_C30_a30_16.txt,50,30,1,30,16,582,4.493,55.7138,39.38
unit_F1_m50_C30_a30_17.txt,50,30,1,30,17,564,4.3148,52.7995,37.34
unit_F1_m50_C30_a30_18.txt,50,30,1,30,18,592,4.2723,53.1919,33.13
unit_F1_m50_C30_a30_19.txt,50,30,1,30,19,600,4.3028,54.1209,26.41
unit_F1_m50_C30_a30_20.txt,50,30,1,30,20,574,3.8838,46.3837,33.59
unit_F1_m50_C30_a30_21.txt,50,30,1,30,21,556,4.2241,56.3813,46.56
unit_F1_m50_C30_a30_22.txt,50,30,1,30,22,548,3.9077,49.0505,18.44
unit_F1_m50_C30_a30_23.txt,50,30,1,30,23,524,4.2592,51.0921,29.69
unit_F1_m50_C30_a30_24.txt,50,30,1,30,24,558,4.2521,55.771,28.59
unit_F1_m50_C30_a30_25.txt,50,30,1,30,25,582,4.2722,65.2505,19.53
unit_F1_m50_C30_a30_26.txt,50,30,1,30,26,612,4.3701,69.8331,62.34
unit_F1_m50_C30_a30_27.txt,50,30,1,30,27,526,4.3419,47.3658,26.88
unit_F1_m50_C30_a30_28.txt,50,30,1,30,28,568,3.959,46.8277,41.41
unit_F1_m50_C30_a30_29.txt,50,30,1,30,29,560,4.3847,57.5478,31.25
unit_F1_m50_C30_a30_30.txt,50,30,1,30,30,592,4.1774,65.3224,35.63
unit_F1_m50_C30_a30_31.txt,50,30,1,30,31,556,4.3525,54.988,34.22
unit_F1_m50_C30_a30_32.txt,50,30,1,30,32,514,4.2169,51.5225,36.56
unit_F1_m50_C30_a30_33.txt,50,30,1,30,33,546,4.1016,46.1652,61.41
unit_F1_m50_C30_a30_34.txt,50,30,1,30,34,560,4.1453,50.1939,74.69
unit_F1_m50_C30_a30_35.txt,50,30,1,30,35,580,4.1804,52.5848,29.53
unit_F1_m50_C30_a30_36.txt,50,30,1,30,36,576,4.0824,56.1052,30
unit_F1_m50_C30_a30_37.txt,50,30,1,30,37,500,3.9805,44.9263,33.28
unit_F1_m50_C30_a30_38.txt,50,30,1,30,38,532,4.2388,53.6277,48.59
unit_F1_m50_C30_a30_39.txt,50,30,1,30,39,508,4.2204,54.238,30
unit_F1_m50_C30_a30_40.txt,50,30,1,30,40,526,4.2938,65.3931,25.78
unit_F1_m50_C30_a30_41.txt,50,30,1,30,41,562,4.4084,47.6314,29.38
unit_F1_m50_C30_a30_42.txt,50,30,1,30,42,558,4.3516,55.4653,35.31
unit_F1_m50_C30_a30_43.txt,50,30,1,30,43,574,4.3041,55.0163,27.03
unit_F1_m50_C30_a30_44.txt,50,30,1,30,44,554,4.1397,52.4534,27.34
unit_F1_m50_C30_a30_45.txt,50,30,1,30,45,568,4.2009,53.2113,33.28
unit_F1_m50_C30_a30_46.txt,50,30,1,30,46,576,4.3449,52.5201,31.41
unit_F1_m50_C30_a30_47.txt,50,30,1,30,47,546,4.0249,50.8604,22.34
unit_F1_m50_C30_a30_48.txt,50,30,1,30,48,526,4.2911,63.4057,30.94
unit_F1_m50_C30_a30_49.txt,50,30,1,30,49,546,4.2388,54.7461,20
unit_F1_m50_C60_a3_0.txt,50,60,1,3,0,206,2.9442,20.0345,0.31
unit_F1_m50_C60_a3_1.txt,50,60,1,3,1,264,3.0396,9.379,0.47
unit_F1_m50_C60_a3_2.txt,50,60,1,3,2,304,3.1757,11.5037,0.16
unit_F1_m50_C60_a3_3.txt,50,60,1,3,3,272,3.7698,20.5669,0.31
unit_F1_m50_C60_a3_4.txt,50,60,1,3,4,210,2.583,21.3397,0.63
unit_F1_m50_C60_a3_5.txt,50,60,1,3,5,258,2.9256,26.4142,0.47
unit_F1_m50_C60_a3_6.txt,50,60,1,3,6,310,3.4005,31.4828,0.63
unit_F1_m50_C60_a3_7.txt,50,60,1,3,7,238,3.0472,11.6416,0.78
unit_F1_m50_C60_a3_8.txt,50,60,1,3,8,260,3.818,23.7092,0.16
unit_F1_m50_C60_a3_9.txt,50,60,1,3,9,298,3.3878,22.7682,0.16
unit_F1_m50_C60_a3_10.txt,50,60,1,3,10,268,3.0363,9.7495,0.94
unit_F1_m50_C60_a3_11.txt,50,60,1,3,11,352,3.6321,18.7583,0.47
unit_F1_m50_C60_a3_12.txt,50,60,1,3,12,272,2.7639,17.5577,0.31
unit_F1_m50_C60_a3_13.txt,50,60,1,3,13,390,3.4854,26.894,0.16
unit_F1_m50_C60_a3_14.txt,50,60,1,3,14,218,3.0273,10.3865,0.47
unit_F1_m50_C60_a3_15.txt,50,60,1,3,15,270,3.7285,21.0317,0.31
unit_F1_m50_C60_a3_16.txt,50,60,1,3,16,350,3.2747,13.3224,0.31
unit_F1_m50_C60_a3_17.txt,50,60,1,3,17,182,3.3483,16.5664,0.16
unit_F1_m50_C60_a3_18.txt,50,60,1,3,18,302,2.9715,11.2614,0.31
unit_F1_m50_C60_a3_19.txt,50,60,1,3,19,336,3.2969,11.4216,0.63
unit_F1_m50_C60_a3_20.txt,50,60,1,3,20,246,2.6568,6.9996,0.31
unit_F1_m50_C60_a3_21.txt,50,60,1,3,21,304,3.8143,21.3498,0.31
unit_F1_m50_C60_a3_22.txt,50,60,1,3,22,292,3.2791,13.646,0.63
unit_F1_m50_C60_a3_23.txt,50,60,1,3,23,286,3.2037,13.7745,0.47
unit_F1_m50_C60_a3_24.txt,50,60,1,3,24,324,3.05,8.3124,0.47
unit_F1_m50_C60_a3_25.txt,50,60,1,3,25,262,3.0019,25.6952,0.16
unit_F1_m50_C60_a3_26.txt,50,60,1,3,26,340,3.3329,13.9221,0.31
unit_F1_m50_C60_a3_27.txt,50,60,1,3,27,300,3.3573,38.3765,0.47
unit_F1_m50_C60_a3_28.txt,50,60,1,3,28,328,3.1522,13.8931,0.63
unit_F1_m50_C60_a3_29.txt,50,60,1,3,29,322,3.2947,27.9755,0.47
unit_F1_m50_C60_a3_30.txt,50,60,1,3,30,368,3.897,21.0792,0.47
unit_F1_m50_C60_a3_31.txt,50,60,1,3,31,276,3.1665,21.4395,0.63
unit_F1_m50_C60_a3_32.txt,50,60,1,3,32,356,3.0381,9.6877,0.47
unit_F1_m50_C60_a3_33.txt,50,60,1,3,33,378,3.5103,17.767,0.16
unit_F1_m50_C60_a3_34.txt,50,60,1,3,34,346,3.4698,16.0941,0.78
unit_F1_m50_C60_a3_35.txt,50,60,1,3,35,294,3.0979,19.0194,0.47
unit_F1_m50_C60_a3_36.txt,50,60,1,3,36,160,3.6505,31.9438,0.47
unit_F1_m50_C60_a3_37.txt,50,60,1,3,37,416,3.2131,11.7973,0.63
unit_F1_m50_C60_a3_38.txt,50,60,1,3,38,302,3.9699,22.8524,0.47
unit_F1_m50_C60_a3_39.txt,50,60,1,3,39,304,3.3157,15.5039,0.63
unit_F1_m50_C60_a3_40.txt,50,60,1,3,40,240,2.8337,24.3209,0.78
unit_F1_m50_C60_a3_41.txt,50,60,1,3,41,216,3.558,29.1832,0.94
unit_F1_m50_C60_a3_42.txt,50,60,1,3,42,274,3.4248,17.398,0.31
unit_F1_m50_C60_a3_43.txt,50,60,1,3,43,248,2.917,14.5789,0
unit_F1_m50_C60_a3_44.txt,50,60,1,3,44,294,3.1303,12.1418,0.94
unit_F1_m50_C60_a3_45.txt,50,60,1,3,45,334,3.7065,21.4135,0.47
unit_F1_m50_C60_a3_46.txt,50,60,1,3,46,294,3.8622,23.7272,0.47
unit_F1_m50_C60_a3_47.txt,50,60,1,3,47,332,3.8473,22.2355,0.47
unit_F1_m50_C60_a3_48.txt,50,60,1,3,48,260,3.1908,12.5092,0.16
unit_F1_m50_C60_a3_49.txt,50,60,1,3,49,324,3.296,19.1132,0.16
unit_F1_m50_C60_a7_0.txt,50,60,1,7,0,438,3.3211,16.1591,0.63
unit_F1_m50_C60_a7_1.txt,50,60,1,7,1,414,3.6872,25.8647,1.09
unit_F1_m50_C60_a7_2.txt,50,60,1,7,2,428,3.657,22.1221,0.47
unit_F1_m50_C60_a7_3.txt,50,60,1,7,3,332,3.8618,36.3373,0.78
unit_F1_m50_C60_a7_4.txt,50,60,1,7,4,292,3.1559,15.8782,0.78
unit_F1_m50_C60_a7_5.txt,50,60,1,7,5,350,3.2051,22.4378,0.63
unit_F1_m50_C60_a7_6.txt,50,60,1,7,6,402,3.5003,33.9713,0.94
unit_F1_m50_C60_a7_7.txt,50,60,1,7,7,332,3.7419,25.8241,0.47
unit_F1_m50_C60_a7_8.txt,50,60,1,7,8,384,3.9147,40.322,0.16
unit_F1_m50_C60_a7_9.txt,50,60,1,7,9,416,3.7361,26.8453,1.09
unit_F1_m50_C60_a7_10.txt,50,60,1,7,10,348,3.5903,31.6142,0.31
unit_F1_m50_C60_a7_11.txt,50,60,1,7,11,396,3.9943,26.5869,0.78
unit_F1_m50_C60_a7_12.txt,50,60,1,7,12,394,3.6372,27.8348,0.47
unit_F1_m50_C60_a7_13.txt,50,60,1,7,13,422,3.8106,26.2821,1.09
unit_F1_m50_C60_a7_14.txt,50,60,1,7,14,422,3.7483,22.8714,0.94
unit_F1_m50_C60_a7_15.txt,50,60,1,7,15,304,3.822,27.542,0.16
unit_F1_m50_C60_a7_16.txt,50,60,1,7,16,382,3.5929,33.3894,0.47
unit_F1_m50_C60_a7_17.txt,50,60,1,7,17,338,3.8116,28.409,0.94
unit_F1_m50_C60_a7_18.txt,50,60,1,7,18,388,3.9132,24.4898,0.63
unit_F1_m50_C60_a7_19.txt,50,60,1,7,19,436,3.6414,33.9925,0.47
unit_F1_m50_C60_a7_20.txt,50,60,1,7,20,360,3.5205,22.073,0.47
unit_F1_m50_C60_a7_21.txt,50,60,1,7,21,472,4.6483,28.633,0.31
unit_F1_m50_C60_a7_22.txt,50,60,1,7,22,416,4.4025,32.3992,0.78
unit_F1_m50_C60_a7_23.txt,50,60,1,7,23,352,3.4682,17.1094,0.63
unit_F1_m50_C60_a7_24.txt,50,60,1,7,24,406,4.9799,28.6646,0.78
unit_F1_m50_C60_a7_25.txt,50,60,1,7,25,476,3.8902,27.6961,1.56
unit_F1_m50_C60_a7_26.txt,50,60,1,7,26,440,3.9195,28.5818,0.63
unit_F1_m50_C60_a7_27.txt,50,60,1,7,27,372,3.4732,25.3524,0.94
unit_F1_m50_C60_a7_28.txt,50,60,1,7,28,454,3.8781,25.6566,0.78
unit_F1_m50_C60_a7_29.txt,50,60,1,7,29,354,3.4407,38.6826,0.47
unit_F1_m50_C60_a7_30.txt,50,60,1,7,30,422,3.9247,31.6414,0.31
unit_F1_m50_C60_a7_31.txt,50,60,1,7,31,452,3.4324,18.5537,0.47
unit_F1_m50_C60_a7_32.txt,50,60,1,7,32,448,3.478,19.134,1.09
unit_F1_m50_C60_a7_33.txt,50,60,1,7,33,414,3.7982,24.0371,0.63
unit_F1_m50_C60_a7_34.txt,50,60,1,7,34,402,3.6933,39.1214,0.63
unit_F1_m50_C60_a7_35.txt,50,60,1,7,35,390,3.4338,27.0872,0.63
unit_F1_m50_C60_a7_36.txt,50,60,1,7,36,338,3.6395,25.6136,0.78
unit_F1_m50_C60_a7_37.txt,50,60,1,7,37,428,3.863,31.3082,0.31
unit_F1_m50_C60_a7_38.txt,50,60,1,7,38,372,4.0637,30.4815,0.78
unit_F1_m50_C60_a7_39.txt,50,60,1,7,39,452,3.4981,21.8947,0.31
unit_F1_m50_C60_a7_40.txt,50,60,1,7,40,328,3.4543,18.9887,1.56
unit_F1_m50_C60_a7_41.txt,50,60,1,7,41,452,3.8073,26.0994,0.47
unit_F1_m50_C60_a7_42.txt,50,60,1,7,42,410,3.7369,22.5472,0.31
unit_F1_m50_C60_a7_43.txt,50,60,1,7,43,358,3.0678,13.7733,0.94
unit_F1_m50_C60_a7_44.txt,50,60,1,7,44,370,3.7949,25.3005,0.16
unit_F1_m50_C60_a7_45.txt,50,60,1,7,45,428,3.8336,26.7537,0.63
unit_F1_m50_C60_a7_46.txt,50,60,1,7,46,406,3.9289,29.2701,0.78
unit_F1_m50_C60_a7_47.txt,50,60,1,7,47,376,3.8398,26.5851,1.25
unit_F1_m50_C60_a7_48.txt,50,60,1,7,48,412,5.1314,26.1099,0.78
unit_F1_m50_C60_a7_49.txt,50,60,1,7,49,416,4.6796,44.1465,0.78
unit_F1_m50_C60_a15_0.txt,50,60,1,15,0,590,4.6136,44.9228,13.91
unit_F1_m50_C60_a15_1.txt,50,60,1,15,1,548,4.024,38.2261,5
unit_F1_m50_C60_a15_2.txt,50,60,1,15,2,594,3.9724,38.9163,10.31
unit_F1_m50_C60_a15_3.txt,50,60,1,15,3,468,4.0306,38.1612,3.28
unit_F1_m50_C60_a15_4.txt,50,60,1,15,4,508,4.2209,56.5137,4.84
unit_F1_m50_C60_a15_5.txt,50,60,1,15,5,596,4.0856,39.5569,8.13
unit_F1_m50_C60_a15_6.txt,50,60,1,15,6,526,3.5146,28.5051,10
unit_F1_m50_C60_a15_7.txt,50,60,1,15,7,462,3.9013,34.427,10.94
unit_F1_m50_C60_a15_8.txt,50,60,1,15,8,536,4.1864,43.1342,5.47
unit_F1_m50_C60_a15_9.txt,50,60,1,15,9,518,4.0505,48.0346,3.44
unit_F1_m50_C60_a15_10.txt,50,60,1,15,10,556,4.1724,43.3949,8.13
unit_F1_m50_C60_a15_11.txt,50,60,1,15,11,500,3.9718,37.6558,6.41
unit_F1_m50_C60_a15_12.txt,50,60,1,15,12,590,3.8232,35.2082,9.38
unit_F1_m50_C60_a15_13.txt,50,60,1,15,13,554,4.073,35.9119,5.94
unit_F1_m50_C60_a15_14.txt,50,60,1,15,14,624,4.2325,41.9618,6.41
unit_F1_m50_C60_a15_15.txt,50,60,1,15,15,548,3.9459,48.991,10.94
unit_F1_m50_C60_a15_16.txt,50,60,1,15,16,532,3.7403,53.0663,9.84
unit_F1_m50_C60_a15_17.txt,50,60,1,15,17,596,4.0514,48.5288,6.56
unit_F1_m50_C60_a15_18.txt,50,60,1,15,18,510,4.0851,35.0656,8.44
unit_F1_m50_C60_a15_19.txt,50,60,1,15,19,586,3.8635,36.5224,8.28
unit_F1_m50_C60_a15_20.txt,50,60,1,15,20,600,3.8492,35.1924,10.16
unit_F1_m50_C60_a15_21.txt,50,60,1,15,21,610,4.1539,35.5448,7.34
unit_F1_m50_C60_a15_22.txt,50,60,1,15,22,504,4.6553,43.2927,13.13
unit_F1_m50_C60_a15_23.txt,50,60,1,15,23,530,5.0609,47.915,6.41
unit_F1_m50_C60_a15_24.txt,50,60,1,15,24,506,4.9633,35.4738,9.06
unit_F1_m50_C60_a15_25.txt,50,60,1,15,25,582,4.0855,37.2136,8.75
unit_F1_m50_C60_a15_26.txt,50,60,1,15,26,536,3.9836,36.0496,7.19
unit_F1_m50_C60_a15_27.txt,50,60,1,15,27,526,3.6845,26.1004,7.66
unit_F1_m50_C60_a15_28.txt,50,60,1,15,28,614,3.9439,35.1172,9.06
unit_F1_m50_C60_a15_29.txt,50,60,1,15,29,504,3.8725,32.2067,4.22
unit_F1_m50_C60_a15_30.txt,50,60,1,15,30,608,3.9804,48.0159,7.19
unit_F1_m50_C60_a15_31.txt,50,60,1,15,31,584,3.823,31.9453,7.34
unit_F1_m50_C60_a15_32.txt,50,60,1,15,32,572,3.9878,38.598,6.25
unit_F1_m50_C60_a15_33.txt,50,60,1,15,33,576,4.1591,38.2341,4.06
unit_F1_m50_C60_a15_34.txt,50,60,1,15,34,528,3.879,36.4281,7.5
unit_F1_m50_C60_a15_35.txt,50,60,1,15,35,684,3.6742,40.8081,11.88
unit_F1_m50_C60_a15_36.txt,50,60,1,15,36,518,3.8311,48.222,11.09
unit_F1_m50_C60_a15_37.txt,50,60,1,15,37,610,4.1511,38.4445,12.81
unit_F1_m50_C60_a15_38.txt,50,60,1,15,38,494,4.1905,37.0597,4.22
unit_F1_m50_C60_a15_39.txt,50,60,1,15,39,580,4.0106,39.7623,5.78
unit_F1_m50_C60_a15_40.txt,50,60,1,15,40,480,3.8212,28.5529,7.66
unit_F1_m50_C60_a15_41.txt,50,60,1,15,41,624,3.8956,34.5001,5.63
unit_F1_m50_C60_a15_42.txt,50,60,1,15,42,536,4.0843,39.8143,6.09
unit_F1_m50_C60_a15_43.txt,50,60,1,15,43,570,3.8189,34.9708,9.69
unit_F1_m50_C60_a15_44.txt,50,60,1,15,44,524,4.0758,60.6322,9.69
unit_F1_m50_C60_a15_45.txt,50,60,1,15,45,532,3.9359,38.8961,12.97
unit_F1_m50_C60_a15_46.txt,50,60,1,15,46,608,4.2635,40.5635,6.25
unit_F1_m50_C60_a15_47.txt,50,60,1,15,47,550,3.975,36.7506,6.41
unit_F1_m50_C60_a15_48.txt,50,60,1,15,48,600,4.603,36.8635,7.5
unit_F1_m50_C60_a15_49.txt,50,60,1,15,49,600,4.9004,44.6577,5.78
unit_F1_m50_C60_a30_0.txt,50,60,1,30,0,792,5.1091,60.2696,17.19
unit_F1_m50_C60_a30_1.txt,50,60,1,30,1,742,4.2827,55.1968,13.44
unit_F1_m50_C60_a30_2.txt,50,60,1,30,2,892,4.3282,57.1625,34.22
unit_F1_m50_C60_a30_3.txt,50,60,1,30,3,744,4.2823,60.8595,14.22
unit_F1_m50_C60_a30_4.txt,50,60,1,30,4,830,4.2529,54.9387,17.34
unit_F1_m50_C60_a30_5.txt,50,60,1,30,5,786,4.4596,50.7445,29.06
unit_F1_m50_C60_a30_6.txt,50,60,1,30,6,812,4.3327,52.9089,22.34
unit_F1_m50_C60_a30_7.txt,50,60,1,30,7,762,4.1315,61.7884,27.19
unit_F1_m50_C60_a30_8.txt,50,60,1,30,8,836,4.4393,54.0027,21.25
unit_F1_m50_C60_a30_9.txt,50,60,1,30,9,740,4.169,49.9062,20.94
unit_F1_m50_C60_a30_10.txt,50,60,1,30,10,726,4.4187,53.3477,14.22
unit_F1_m50_C60_a30_11.txt,50,60,1,30,11,770,4.216,54.2123,20.47
unit_F1_m50_C60_a30_12.txt,50,60,1,30,12,774,3.9361,59.0658,15
unit_F1_m50_C60_a30_13.txt,50,60,1,30,13,816,4.3229,67.6852,14.38
unit_F1_m50_C60_a30_14.txt,50,60,1,30,14,846,4.2319,50.0661,17.19
unit_F1_m50_C60_a30_15.txt,50,60,1,30,15,836,5.2094,48.5727,45.63
unit_F1_m50_C60_a30_16.txt,50,60,1,30,16,726,4.1964,52.1631,19.38
unit_F1_m50_C60_a30_17.txt,50,60,1,30,17,778,4.2639,48.0092,14.69
unit_F1_m50_C60_a30_18.txt,50,60,1,30,18,754,4.2479,46.3939,21.72
unit_F1_m50_C60_a30_19.txt,50,60,1,30,19,816,4.2175,56.2354,18.75
unit_F1_m50_C60_a30_20.txt,50,60,1,30,20,814,4.1222,52.0651,9.53
unit_F1_m50_C60_a30_21.txt,50,60,1,30,21,792,4.3261,51.5221,17.19
unit_F1_m50_C60_a30_22.txt,50,60,1,30,22,718,4.2446,57.2094,30.78
unit_F1_m50_C60_a30_23.txt,50,60,1,30,23,808,4.2239,52.8252,16.25
unit_F1_m50_C60_a30_24.txt,50,60,1,30,24,730,4.2374,51.4371,17.97
unit_F1_m50_C60_a30_25.txt,50,60,1,30,25,854,4.3317,61.5966,29.84
unit_F1_m50_C60_a30_26.txt,50,60,1,30,26,762,4.1766,50.7998,14.38
unit_F1_m50_C60_a30_27.txt,50,60,1,30,27,798,4.2151,48.5593,7.81
unit_F1_m50_C60_a30_28.txt,50,60,1,30,28,822,4.3222,57.6726,14.38
unit_F1_m50_C60_a30_29.txt,50,60,1,30,29,722,4.0759,51.9136,11.88
unit_F1_m50_C60_a30_30.txt,50,60,1,30,30,860,4.2965,70.4303,34.84
unit_F1_m50_C60_a30_31.txt,50,60,1,30,31,850,4.2146,49.5673,18.59
unit_F1_m50_C60_a30_32.txt,50,60,1,30,32,758,4.0121,50.4747,15.31
unit_F1_m50_C60_a30_33.txt,50,60,1,30,33,756,4.2508,64.383,13.13
unit_F1_m50_C60_a30_34.txt,50,60,1,30,34,804,4.2209,68.8865,8.13
unit_F1_m50_C60_a30_35.txt,50,60,1,30,35,944,4.2793,62.6039,29.38
unit_F1_m50_C60_a30_36.txt,50,60,1,30,36,814,4.1894,52.2017,33.28
unit_F1_m50_C60_a30_37.txt,50,60,1,30,37,780,4.2638,50.0033,23.91
unit_F1_m50_C60_a30_38.txt,50,60,1,30,38,758,4.263,53.7751,13.91
unit_F1_m50_C60_a30_39.txt,50,60,1,30,39,846,4.3111,56.8022,15.47
unit_F1_m50_C60_a30_40.txt,50,60,1,30,40,714,4.1133,58.9533,27.19
unit_F1_m50_C60_a30_41.txt,50,60,1,30,41,826,4.2777,57.4061,14.38
unit_F1_m50_C60_a30_42.txt,50,60,1,30,42,778,4.4134,64.1743,21.25
unit_F1_m50_C60_a30_43.txt,50,60,1,30,43,836,4.0226,51.8798,28.44
unit_F1_m50_C60_a30_44.txt,50,60,1,30,44,818,4.2766,53.4915,39.53
unit_F1_m50_C60_a30_45.txt,50,60,1,30,45,800,4.4577,49.2475,14.53
unit_F1_m50_C60_a30_46.txt,50,60,1,30,46,860,4.3521,55.4428,18.75
unit_F1_m50_C60_a30_47.txt,50,60,1,30,47,838,4.1449,53.2616,21.72
unit_F1_m50_C60_a30_48.txt,50,60,1,30,48,890,4.1943,67.977,25.31
unit_F1_m50_C60_a30_49.txt,50,60,1,30,49,842,4.449,59.303,17.97
unit_F1_m50_C180_a3_0.txt,50,180,1,3,0,554,3.4961,18.999,0.63
unit_F1_m50_C180_a3_1.txt,50,180,1,3,1,426,2.9478,8.244,0.78
unit_F1_m50_C180_a3_2.txt,50,180,1,3,2,490,3.0814,11.7977,0.31
unit_F1_m50_C180_a3_3.txt,50,180,1,3,3,448,3.6029,31.2534,0.63
unit_F1_m50_C180_a3_4.txt,50,180,1,3,4,532,3.2498,12.6068,0.47
unit_F1_m50_C180_a3_5.txt,50,180,1,3,5,536,3.0478,10.8358,0.31
unit_F1_m50_C180_a3_6.txt,50,180,1,3,6,544,3.404,13.5916,0.31
unit_F1_m50_C180_a3_7.txt,50,180,1,3,7,392,2.5425,7.2152,0.31
unit_F1_m50_C180_a3_8.txt,50,180,1,3,8,438,2.7922,8.2663,0.47
unit_F1_m50_C180_a3_9.txt,50,180,1,3,9,310,2.6642,7.8056,0.78
unit_F1_m50_C180_a3_10.txt,50,180,1,3,10,528,3.5228,17.0889,0.31
unit_F1_m50_C180_a3_11.txt,50,180,1,3,11,568,3.8071,21.4043,0.63
unit_F1_m50_C180_a3_12.txt,50,180,1,3,12,418,3.1246,9.4836,0.63
unit_F1_m50_C180_a3_13.txt,50,180,1,3,13,378,3.2472,13.4166,0.31
unit_F1_m50_C180_a3_14.txt,50,180,1,3,14,492,3.4053,22.1002,0
unit_F1_m50_C180_a3_15.txt,50,180,1,3,15,302,3.3508,15.1058,0.31
unit_F1_m50_C180_a3_16.txt,50,180,1,3,16,472,3.1799,11.6041,0.63
unit_F1_m50_C180_a3_17.txt,50,180,1,3,17,484,3.4076,14.0751,0.78
unit_F1_m50_C180_a3_18.txt,50,180,1,3,18,554,3.6392,26.9406,0.47
unit_F1_m50_C180_a3_19.txt,50,180,1,3,19,448,2.7715,7.4126,0.31
unit_F1_m50_C180_a3_20.txt,50,180,1,3,20,346,3.1464,12.5884,0.31
unit_F1_m50_C180_a3_21.txt,50,180,1,3,21,598,3.6255,17.465,0.16
unit_F1_m50_C180_a3_22.txt,50,180,1,3,22,362,2.7783,8.7435,0.63
unit_F1_m50_C180_a3_23.txt,50,180,1,3,23,594,3.2833,16.8845,0.63
unit_F1_m50_C180_a3_24.txt,50,180,1,3,24,606,3.6101,17.9918,0.78
unit_F1_m50_C180_a3_25.txt,50,180,1,3,25,610,3.0602,10.9467,0.16
unit_F1_m50_C180_a3_26.txt,50,180,1,3,26,330,2.9078,9.6787,0.47
unit_F1_m50_C180_a3_27.txt,50,180,1,3,27,558,3.1023,9.0305,0.47
unit_F1_m50_C180_a3_28.txt,50,180,1,3,28,434,3.8809,22.2904,0.63
unit_F1_m50_C180_a3_29.txt,50,180,1,3,29,490,3.1684,9.7959,0.63
unit_F1_m50_C180_a3_30.txt,50,180,1,3,30,592,2.8123,7.0222,0.31
unit_F1_m50_C180_a3_31.txt,50,180,1,3,31,536,3.3011,13.7096,0.31
unit_F1_m50_C180_a3_32.txt,50,180,1,3,32,460,3.1753,12.9762,0.78
unit_F1_m50_C180_a3_33.txt,50,180,1,3,33,640,3.5618,16.4357,0.63
unit_F1_m50_C180_a3_34.txt,50,180,1,3,34,254,4.0242,32.8252,0.47
unit_F1_m50_C180_a3_35.txt,50,180,1,3,35,318,3.0914,19.4924,0.31
unit_F1_m50_C180_a3_36.txt,50,180,1,3,36,424,3.8065,24.2819,0.47
unit_F1_m50_C180_a3_37.txt,50,180,1,3,37,496,3.1338,11.9772,0.78
unit_F1_m50_C180_a3_38.txt,50,180,1,3,38,314,2.6996,7.2504,0.47
unit_F1_m50_C180_a3_39.txt,50,180,1,3,39,256,2.6048,5.7962,1.09
unit_F1_m50_C180_a3_40.txt,50,180,1,3,40,504,3.4688,14.4778,0.31
unit_F1_m50_C180_a3_41.txt,50,180,1,3,41,510,3.0058,8.8425,0.47
unit_F1_m50_C180_a3_42.txt,50,180,1,3,42,644,3.3238,11.4211,0.16
unit_F1_m50_C180_a3_43.txt,50,180,1,3,43,510,3.7239,19.7964,0.31
unit_F1_m50_C180_a3_44.txt,50,180,1,3,44,578,3.5046,16.4251,0.31
unit_F1_m50_C180_a3_45.txt,50,180,1,3,45,298,3.6852,21.0643,0.47
unit_F1_m50_C180_a3_46.txt,50,180,1,3,46,298,3.1537,11.1602,0.63
unit_F1_m50_C180_a3_47.txt,50,180,1,3,47,420,2.7855,7.9099,0.63
unit_F1_m50_C180_a3_48.txt,50,180,1,3,48,350,3.2906,11.8363,0.16
unit_F1_m50_C180_a3_49.txt,50,180,1,3,49,606,3.5234,17.8665,0.63
unit_F1_m50_C180_a7_0.txt,50,180,1,7,0,762,3.8312,39.0458,0.63
unit_F1_m50_C180_a7_1.txt,50,180,1,7,1,722,3.0567,12.0392,0.63
unit_F1_m50_C180_a7_2.txt,50,180,1,7,2,600,3.1446,15.7104,0.63
unit_F1_m50_C180_a7_3.txt,50,180,1,7,3,590,3.799,38.9082,0.16
unit_F1_m50_C180_a7_4.txt,50,180,1,7,4,702,3.5054,18.3664,0.31
unit_F1_m50_C180_a7_5.txt,50,180,1,7,5,738,3.319,17.4207,0.63
unit_F1_m50_C180_a7_6.txt,50,180,1,7,6,686,3.3474,15.9794,0.78
unit_F1_m50_C180_a7_7.txt,50,180,1,7,7,598,2.9618,11.4198,0.63
unit_F1_m50_C180_a7_8.txt,50,180,1,7,8,732,3.7589,23.639,0.47
unit_F1_m50_C180_a7_9.txt,50,180,1,7,9,744,3.5376,25.0112,0.78
unit_F1_m50_C180_a7_10.txt,50,180,1,7,10,710,3.7939,22.2826,0.78
unit_F1_m50_C180_a7_11.txt,50,180,1,7,11,716,3.9004,23.6376,0.47
unit_F1_m50_C180_a7_12.txt,50,180,1,7,12,538,3.8119,19.6051,0.63
